Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 22d,256 (156-0-100 60.94%),133 (0.52),←,
16,"Brown, Leigh",23y 51d,110 (44-1-65 40.45%),45 (0.41),47 (25-1-21 54.26%),25 (0.53)
2,"Colbert, Leigh",29y 312d,192 (110-2-80 57.81%),64 (0.33),87 (48-1-38 55.75%),14 (0.16)
24,"Firrito, Michael",21y 139d,22 (13-0-9 59.09%),6 (0.27),←,
6,"Grant, Shannon",27y 361d,218 (126-2-90 58.26%),241 (1.11),160 (94-1-65 59.06%),203 (1.27)
17,"Grima, Blake",20y 311d,4 (2-0-2 50.00%),1 (0.25),←,
31,"Hale, David",20y 328d,18 (8-0-10 44.44%),7 (0.39),←,
4,"Harris, Daniel",22y 340d,51 (27-1-23 53.92%),18 (0.35),←,
29,"Harvey, Brent",26y 336d,175 (104-1-70 59.71%),210 (1.20),←,
21,"Jones, Corey",24y 48d,62 (30-0-32 48.39%),66 (1.06),←,
35,"Makepeace, Troy",26y 40d,108 (57-1-50 53.24%),27 (0.25),←,
20,"Petrie, Drew",22y 182d,67 (33-1-33 50.00%),60 (0.90),←,
25,"Picioane, Lance",24y 312d,66 (34-0-32 51.52%),26 (0.39),4 (4-0-0 100.00%),
30,"Pratt, Daniel",22y 25d,7 (5-0-2 71.43%),1 (0.14),4 (4-0-0 100.00%),
26,"Rocca, Saverio",31y 146d,232 (109-3-120 47.63%),693 (2.99),76 (39-1-36 51.97%),179 (2.36)
32,"Sansbury, Eddie",21y 140d,13 (7-0-6 53.85%),5 (0.38),←,
7,"Simpson, Adam",29y 58d,206 (127-1-78 61.89%),66 (0.32),←,
9,"Sinclair, Jess",26y 232d,124 (47-1-76 38.31%),57 (0.46),74 (34-1-39 46.62%),31 (0.42)
12,"Stevens, Michael",24y 159d,45 (24-0-21 53.33%),15 (0.33),28 (16-0-12 57.14%),12 (0.43)
23,"Thompson, Nathan",27y 60d,123 (59-1-63 48.37%),196 (1.59),4 (4-0-0 100.00%),4 (1.00)
36,"Watt, Shannon",24y 140d,73 (38-1-34 52.74%),4 (0.05),←,
8,"Wells, Daniel",20y 71d,44 (24-1-19 55.68%),26 (0.59),←,
Totals,Totals,25y 7d,2216 (1184-17-1015 53.43%),1967 (0.89),,
C,"Laidley, Dani",38y 19d,48 (25-1-22 53.13%),,←,
