Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
22,"Breust, Luke",30y 129d,221 (152-1-68 69.00%),409 (1.85),←,
42,"Brockman, Tyler",18y 118d,1 (1-0-0 100.00%),2 (2.00),←,
9,"Burgoyne, Shaun",38y 150d,390 (257-2-131 66.15%),301 (0.77),233 (160-2-71 69.10%),130 (0.56)
18,"Ceglar, Jonathon",30y 34d,90 (59-0-31 65.56%),42 (0.47),←,
12,"Day, Will",19y 288d,12 (3-0-9 25.00%),1 (0.08),←,
41,"Downie, Connor",18y 293d,1 (1-0-0 100.00%),,←,
8,"Frost, Sam",27y 204d,108 (42-0-66 38.89%),8 (0.07),17 (6-0-11 35.29%),
13,"Hanrahan, Oliver",22y 205d,17 (10-0-7 58.82%),11 (0.65),←,
15,"Hardwick, Blake",24y 43d,83 (42-1-40 51.20%),6 (0.07),←,
28,"Hartigan, Kyle",29y 133d,114 (66-0-48 57.89%),1 (0.01),1 (1-0-0 100.00%),
17,"Howe, Daniel",25y 106d,68 (40-1-27 59.56%),13 (0.19),←,
4,"Impey, Jarman",25y 254d,122 (65-0-57 53.28%),53 (0.43),47 (25-0-22 53.19%),19 (0.40)
29,"Jiath, Changkuoth",21y 280d,8 (3-0-5 37.50%),,←,
34,"Koschitzke, Jacob",20y 252d,1 (1-0-0 100.00%),,←,
7,"McEvoy, Ben",31y 252d,223 (125-3-95 56.73%),89 (0.40),132 (74-1-57 56.44%),62 (0.47)
3,"Mitchell, Tom",27y 293d,129 (73-1-55 56.98%),63 (0.49),64 (31-1-32 49.22%),25 (0.39)
36,"Moore, Dylan",21y 228d,11 (4-0-7 36.36%),7 (0.64),←,
1,"Morrison, Harry",22y 128d,43 (21-0-22 48.84%),7 (0.16),←,
23,"OBrien, Tim",26y 357d,79 (45-1-33 57.59%),63 (0.80),←,
10,"OMeara, Jaeger",27y 25d,105 (50-0-55 47.62%),56 (0.53),61 (32-0-29 52.46%),29 (0.48)
21,"Phillips, Tom",24y 317d,90 (52-2-36 58.89%),45 (0.50),1 (1-0-0 100.00%),1 (1.00)
26,"Shiels, Liam",29y 325d,222 (146-1-75 65.99%),81 (0.36),←,
5,"Worpel, James",22y 55d,49 (24-0-25 48.98%),16 (0.33),←,
Totals,Totals,25y 194d,2187 (1282-13-892 58.62%),1274 (0.58),,
C,"Clarkson, Alastair",52y 327d,369 (222-2-145 60.43%),,←,
