North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
18,"Atley, Shaun",24y 213d,136 (73-0-63 53.68%),17 (0.13),←,
50,"Brown, Ben",24y 145d,59 (36-0-23 61.02%),101 (1.71),←,
10,"Cunnington, Ben",25y 288d,148 (80-0-68 54.05%),58 (0.39),←,
14,"Dumont, Trent",21y 288d,24 (6-0-18 25.00%),9 (0.38),←,
27,"Garner, Taylor",23y 96d,19 (12-0-7 63.16%),11 (0.58),←,
43,"Gibson, Sam",30y 322d,112 (63-0-49 56.25%),47 (0.42),←,
22,"Goldstein, Todd",28y 287d,174 (92-1-81 53.16%),95 (0.55),←,
6,"Hansen, Lachlan",28y 240d,142 (69-1-72 48.94%),76 (0.54),←,
4,"Higgins, Shaun",29y 41d,166 (80-1-85 48.49%),181 (1.09),37 (22-0-15 59.46%),53 (1.43)
8,"Hrovat, Nathan",22y 311d,34 (14-0-20 41.18%),15 (0.44),4 (0-0-4 0.00%),1 (0.25)
34,"Macmillan, Jamie",25y 203d,108 (57-0-51 52.78%),42 (0.39),←,
11,"McDonald, Luke",22y 64d,56 (33-0-23 58.93%),4 (0.07),←,
17,"Mullett, Aaron",25y 50d,70 (35-0-35 50.00%),26 (0.37),←,
31,"Preuss, Braydon",21y 302d,4 (0-0-4 0.00%),3 (0.75),←,
21,"Simpkin, Jy",19y 40d,3 (0-0-3 0.00%),3 (1.00),←,
9,"Swallow, Andrew",29y 316d,212 (107-1-104 50.71%),77 (0.36),←,
25,"Tarrant, Robbie",27y 354d,88 (44-0-44 50.00%),42 (0.48),←,
12,"Thomas, Lindsay",29y 45d,200 (98-2-100 49.50%),322 (1.61),←,
16,"Thompson, Scott",30y 340d,182 (90-2-90 50.00%),6 (0.03),←,
28,"Turner, Kayne",21y 104d,25 (14-0-11 56.00%),23 (0.92),←,
2,"Williams, Marley",23y 266d,72 (36-0-36 50.00%),7 (0.10),4 (0-0-4 0.00%),1 (0.25)
7,"Ziebell, Jack",26y 45d,151 (75-0-76 49.67%),93 (0.62),←,
Totals,Totals,25y 215d,2185 (1114-8-1063 50.98%),1258 (0.58),,
C,"Scott, Brad",40y 346d,161 (85-0-76 52.80%),,←,
