North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",25y 346d,119 (59-1-59 50.00%),117 (0.98),←,
5,"Anderson, Stuart",19y 314d,2 (1-0-1 50.00%),1 (0.50),←,
11,"Archer, Glenn",21y 44d,34 (19-0-15 55.88%),13 (0.38),←,
12,"Blakey, John",27y 287d,158 (66-0-92 41.77%),41 (0.26),23 (14-0-9 60.87%),3 (0.13)
39,"Campbell, Warren",19y 200d,1 (1-0-0 100.00%),1 (1.00),←,
18,"Carey, Wayne",22y 345d,85 (45-0-40 52.94%),201 (2.36),←,
23,"Clarkson, Alastair",26y 10d,82 (36-2-44 45.12%),56 (0.68),←,
26,"Ishchenko, Alex",30y 17d,115 (49-0-66 42.61%),36 (0.31),43 (23-0-20 53.49%),11 (0.26)
34,"King, David",22y 61d,6 (4-0-2 66.67%),1 (0.17),←,
7,"Laidley, Dani",27y 41d,75 (44-1-30 59.33%),12 (0.16),23 (15-0-8 65.22%),1 (0.04)
35,"Longmire, John",23y 127d,115 (55-1-59 48.26%),370 (3.22),←,
20,"Mann, Peter",23y 242d,26 (11-0-15 42.31%),9 (0.35),←,
4,"Martyn, Mick",25y 249d,119 (59-1-59 50.00%),11 (0.09),←,
31,"McKernan, Corey",20y 139d,5 (4-0-1 80.00%),6 (1.20),←,
13,"Nichols, Trent",25y 30d,66 (21-1-44 32.58%),62 (0.94),6 (4-0-2 66.67%),13 (2.17)
22,"Roberts, Mark",28y 313d,117 (50-0-67 42.74%),90 (0.77),40 (24-0-16 60.00%),71 (1.77)
3,"Rock, Anthony",23y 220d,71 (39-0-32 54.93%),68 (0.96),←,
2,"Schwass, Wayne",25y 161d,104 (51-0-53 49.04%),56 (0.54),←,
24,"Sholl, Craig",26y 128d,91 (48-0-43 52.75%),16 (0.18),←,
15,"Smith, Ross",29y 93d,178 (85-2-91 48.31%),34 (0.19),←,
10,"Stevens, Anthony",22y 309d,69 (36-0-33 52.17%),29 (0.42),←,
Totals,Totals,24y 227d,1638 (783-9-846 47.80%),1230 (0.75),,
C,"Pagan, Denis",46y 225d,27 (17-0-10 62.96%),,←,
