Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 74d,35 (19-1-15 55.71%),2 (0.06),←,
5,"Bruhn, Tanner",19y 99d,13 (6-0-7 46.15%),4 (0.31),←,
3,"Coniglio, Stephen",27y 262d,156 (72-1-83 46.47%),84 (0.54),←,
13,"Cumming, Isaac",23y 23d,34 (17-1-16 51.47%),1 (0.03),←,
1,"Davis, Phil",31y 4d,187 (91-3-93 49.47%),7 (0.04),169 (80-3-86 48.22%),6 (0.04)
24,"de Boer, Matt",31y 177d,211 (121-5-85 58.53%),78 (0.37),73 (43-4-26 61.64%),30 (0.41)
19,"Haynes, Nick",29y 108d,166 (81-4-81 50.00%),10 (0.06),←,
37,"Hill, Bobby",21y 206d,30 (14-1-15 48.33%),25 (0.83),←,
27,"Himmelberg, Harry",25y 118d,105 (62-2-41 60.00%),127 (1.21),←,
2,"Hopper, Jacob",24y 209d,107 (62-2-43 58.88%),40 (0.37),←,
39,"Idun, Connor",21y 36d,26 (13-1-12 51.92%),,←,
22,"Kelly, Josh",26y 203d,155 (85-3-67 55.81%),98 (0.63),←,
38,"Lloyd, Daniel",29y 197d,67 (36-4-27 56.72%),58 (0.87),←,
41,"Mumford, Shane",35y 60d,216 (139-5-72 65.51%),57 (0.26),116 (70-3-43 61.64%),18 (0.16)
45,"Peatling, James",21y 13d,4 (2-0-2 50.00%),,←,
36,"Perryman, Harry",22y 258d,70 (36-1-33 52.14%),19 (0.27),←,
28,"Sproule, Zach",23y 114d,11 (6-0-5 54.55%),11 (1.00),←,
42,"Stein, Jake",27y 229d,11 (7-1-3 68.18%),,←,
18,"Stone, Conor",19y 134d,5 (3-0-2 60.00%),3 (0.60),←,
14,"Taranto, Tim",23y 218d,98 (56-2-40 58.16%),41 (0.42),←,
15,"Taylor, Sam",22y 121d,53 (33-0-20 62.26%),1 (0.02),←,
8,"Ward, Callan",31y 146d,248 (112-4-132 45.97%),125 (0.50),188 (80-4-104 43.62%),92 (0.49)
6,"Whitfield, Lachie",27y 47d,167 (83-4-80 50.90%),64 (0.38),←,
Totals,Totals,25y 149d,2175 (1156-45-974 53.15%),855 (0.39),,
C,"Cameron, Leon",49y 1d,184 (99-4-81 54.89%),,←,
