Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",28y 256d,148 (79-0-69 53.38%),21 (0.14),←,
35,"Biglands, Rhett",27y 350d,107 (62-0-45 57.94%),39 (0.36),←,
44,"Bock, Nathan",22y 153d,31 (19-0-12 61.29%),11 (0.35),←,
24,"Burton, Brett",27y 108d,115 (60-0-55 52.17%),142 (1.23),←,
4,"Clarke, Matthew",31y 336d,226 (110-2-114 49.12%),34 (0.15),96 (48-0-48 50.00%),15 (0.16)
11,"Doughty, Michael",26y 15d,73 (46-0-27 63.01%),21 (0.29),←,
9,"Edwards, Tyson",29y 14d,217 (116-0-101 53.46%),139 (0.64),←,
36,"Goodwin, Simon",28y 237d,166 (93-0-73 56.02%),96 (0.58),←,
34,"Hart, Ben",31y 42d,294 (156-1-137 53.23%),45 (0.15),←,
37,"Hentschel, Trent",22y 238d,38 (22-0-16 57.89%),36 (0.95),←,
18,"Johncock, Graham",22y 303d,81 (45-0-36 55.56%),70 (0.86),←,
39,"Mattner, Martin",23y 14d,54 (33-0-21 61.11%),8 (0.15),←,
16,"McGregor, Ken",24y 203d,113 (59-0-54 52.21%),61 (0.54),←,
23,"McLeod, Andrew",29y 16d,236 (125-0-111 52.97%),234 (0.99),←,
22,"Perrie, Ian",26y 133d,90 (52-0-38 57.78%),98 (1.09),←,
33,"Reilly, Brent",21y 281d,42 (26-0-16 61.90%),15 (0.36),←,
32,"Ricciuto, Mark",30y 73d,283 (143-1-139 50.71%),233 (0.82),←,
25,"Rutten, Ben",22y 84d,32 (22-0-10 68.75%),3 (0.09),←,
12,"Shirley, Robert",25y 72d,71 (39-0-32 54.93%),14 (0.20),←,
14,"Skipworth, Hayden",22y 176d,34 (18-0-16 52.94%),20 (0.59),←,
5,"Thompson, Scott",22y 159d,59 (34-0-25 57.63%),42 (0.71),20 (16-0-4 80.00%),25 (1.25)
17,"Welsh, Scott",26y 256d,134 (80-0-54 59.70%),231 (1.72),98 (54-0-44 55.10%),201 (2.05)
Totals,Totals,26y 11d,2644 (1439-4-1201 54.43%),1613 (0.61),,
C,"Craig, Neil",49y 221d,30 (20-0-10 66.67%),,←,
