Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
21,"Aliir, Aliir",26y 321d,82 (42-0-40 51.22%),5 (0.06),18 (13-0-5 72.22%),
15,"Amon, Karl",25y 338d,96 (58-0-38 60.42%),46 (0.48),←,
14,"Bergman, Miles",19y 278d,17 (12-0-5 70.59%),5 (0.29),←,
10,"Boak, Travis",32y 356d,300 (154-1-145 51.50%),183 (0.61),←,
26,"Bonner, Riley",24y 138d,59 (38-0-21 64.41%),9 (0.15),←,
3,"Burton, Ryan",24y 173d,89 (53-1-35 60.11%),9 (0.10),42 (28-0-14 66.67%),4 (0.10)
18,"Butters, Zak",20y 318d,42 (26-0-16 61.90%),27 (0.64),←,
33,"Byrne-Jones, Darcy",25y 306d,123 (73-0-50 59.35%),6 (0.05),←,
22,"Dixon, Charlie",30y 303d,171 (85-1-85 50.00%),283 (1.65),106 (66-0-40 62.26%),189 (1.78)
28,"Drew, Willem",22y 295d,28 (18-0-10 64.29%),6 (0.21),←,
7,"Duursma, Xavier",21y 16d,40 (27-0-13 67.50%),20 (0.50),←,
19,"Georgiades, Mitch",19y 298d,24 (17-0-7 70.83%),35 (1.46),←,
5,"Houston, Dan",24y 72d,94 (60-0-34 63.83%),16 (0.17),←,
1,"Jonas, Tom",30y 195d,176 (99-1-76 56.53%),1 (0.01),←,
38,"Ladhams, Peter",23y 190d,26 (17-0-9 65.38%),14 (0.54),←,
29,"Lycett, Scott",28y 300d,122 (80-0-42 65.57%),58 (0.48),47 (32-0-15 68.09%),13 (0.28)
4,"Marshall, Todd",22y 288d,49 (36-0-13 73.47%),52 (1.06),←,
32,"Mayes, Sam",27y 64d,116 (38-0-78 32.76%),31 (0.27),15 (11-0-4 73.33%),5 (0.33)
12,"McKenzie, Trent",29y 111d,134 (51-0-83 38.06%),23 (0.17),28 (22-0-6 78.57%),1 (0.04)
2,"Powell-Pepper, Sam",23y 196d,88 (56-0-32 63.64%),45 (0.51),←,
20,"Rozee, Connor",21y 182d,53 (34-0-19 64.15%),56 (1.06),←,
16,"Wines, Ollie",26y 289d,176 (103-0-73 58.52%),78 (0.44),←,
36,"Woodcock, Boyd",21y 140d,11 (8-0-3 72.73%),7 (0.64),←,
Totals,Totals,25y 2d,2116 (1185-4-927 56.00%),1015 (0.48),,
C,"Hinkley, Ken",54y 296d,196 (116-0-80 59.18%),,←,
