Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",27y 271d,109 (67-2-40 62.39%),130 (1.19),←,
16,"Barnard, Paul",26y 174d,65 (37-0-28 56.92%),17 (0.26),54 (34-0-20 62.96%),13 (0.24)
8,"Bewick, Darren",31y 350d,214 (131-1-82 61.45%),316 (1.48),←,
32,"Blumfield, Justin",21y 255d,65 (38-0-27 58.46%),32 (0.49),←,
33,"Caracella, Blake",22y 144d,52 (30-0-22 57.69%),63 (1.21),←,
38,"Denham, Sean",30y 99d,174 (99-4-71 58.05%),65 (0.37),130 (75-4-51 59.23%),44 (0.34)
31,"Fletcher, Dustin",24y 91d,123 (78-3-42 64.63%),35 (0.28),←,
30,"Fraser, Mark",28y 183d,101 (59-2-40 59.41%),46 (0.46),56 (33-2-21 60.71%),23 (0.41)
11,"Hardwick, Damien",26y 353d,103 (59-1-43 57.77%),12 (0.12),←,
26,"Heffernan, Chris",20y 189d,32 (20-0-12 62.50%),13 (0.41),←,
28,"Johnson, Mark",21y 75d,10 (9-0-1 90.00%),1 (0.10),←,
18,"Lloyd, Matthew",21y 112d,76 (42-1-33 55.92%),223 (2.93),←,
2,"Mercuri, Mark",25y 166d,127 (79-3-45 63.39%),176 (1.39),←,
24,"Misiti, Joe",24y 270d,138 (81-4-53 60.14%),54 (0.39),←,
29,"Moorcroft, Gary",23y 112d,41 (25-0-16 60.98%),45 (1.10),←,
43,"Rioli, Dean",21y 78d,12 (10-0-2 83.33%),20 (1.67),←,
7,"Solomon, Dean",19y 209d,22 (12-0-10 54.55%),6 (0.27),←,
19,"Somerville, Peter",31y 29d,155 (96-3-56 62.90%),89 (0.57),←,
12,"Symons, Michael",27y 324d,106 (62-3-41 59.91%),80 (0.75),←,
21,"Wallis, Dean",29y 344d,105 (63-1-41 60.48%),37 (0.35),←,
6,"Wellman, Sean",24y 320d,105 (52-2-51 50.48%),14 (0.13),71 (39-1-31 55.63%),5 (0.07)
35,"Young, Barry",29y 41d,125 (62-2-61 50.40%),67 (0.54),72 (43-2-27 61.11%),44 (0.61)
Totals,Totals,25y 174d,2060 (1211-32-817 58.79%),1541 (0.75),,
C,"Sheedy, Kevin",51y 225d,442 (278-5-159 63.46%),,←,
