Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",23y 338d,114 (61-0-53 53.51%),110 (0.96),←,
9,"Campbell, Wayne",29y 244d,234 (111-1-122 47.65%),149 (0.64),←,
6,"Chaffey, Mark",25y 19d,90 (45-0-45 50.00%),22 (0.24),←,
43,"Ednie, Craig",20y 98d,4 (2-0-2 50.00%),1 (0.25),←,
14,"Fiora, Aaron",21y 36d,30 (19-0-11 63.33%),10 (0.33),←,
2,"Gaspar, Darren",26y 5d,154 (73-0-81 47.40%),14 (0.09),133 (66-0-67 49.62%),13 (0.10)
23,"Houlihan, Adam",24y 49d,70 (38-1-31 55.00%),80 (1.14),9 (4-0-5 44.44%),5 (0.56)
39,"Kellaway, Andrew",26y 183d,90 (47-0-43 52.22%),20 (0.22),←,
3,"Kellaway, Duncan",29y 97d,159 (81-1-77 51.26%),11 (0.07),←,
21,"King, Clinton",24y 62d,69 (33-0-36 47.83%),22 (0.32),38 (23-0-15 60.53%),9 (0.24)
33,"Knights, Matthew",31y 232d,272 (118-0-154 43.38%),140 (0.51),←,
27,"Krakouer, Andrew",19y 110d,10 (4-0-6 40.00%),9 (0.90),←,
35,"Newman, Chris",20y 7d,1 (0-0-1 0.00%),,←,
5,"Ottens, Brad",22y 120d,88 (45-0-43 51.14%),114 (1.30),←,
18,"Rodan, David",18y 229d,9 (4-0-5 44.44%),9 (1.00),←,
4,"Rogers, Matthew",28y 181d,167 (92-1-74 55.39%),155 (0.93),←,
10,"Stafford, Greg",27y 271d,135 (65-1-69 48.52%),62 (0.46),5 (3-0-2 60.00%),4 (0.80)
19,"Sziller, Steven",29y 161d,149 (71-1-77 47.99%),41 (0.28),31 (18-0-13 58.06%),3 (0.10)
32,"Tivendale, Greg",23y 36d,68 (35-0-33 51.47%),51 (0.75),←,
29,"Torney, Jason",24y 343d,105 (56-1-48 53.81%),12 (0.11),←,
41,"Vardy, Royce",22y 22d,27 (15-0-12 55.56%),1 (0.04),←,
36,"Zantuck, Ty",20y 99d,19 (8-0-11 42.11%),3 (0.16),←,
Totals,Totals,24y 167d,2064 (1023-7-1034 49.56%),1036 (0.50),,
C,"Frawley, Danny",38y 259d,56 (31-0-25 55.36%),,←,
