Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
3,"Bizzell, Clint",25y 338d,83 (37-1-45 45.18%),72 (0.87),8 (5-0-3 62.50%),
20,"Broadbridge, Troy",21y 239d,21 (10-0-11 47.62%),2 (0.10),←,
25,"Brown, Nathan",25y 291d,41 (20-0-21 48.78%),12 (0.29),←,
32,"Bruce, Cameron",22y 244d,51 (28-0-23 54.90%),61 (1.20),←,
4,"Ellis, Craig",26y 362d,114 (60-1-53 53.07%),7 (0.06),7 (4-0-3 57.14%),1 (0.14)
15,"Funcke, Ross",24y 197d,39 (19-0-20 48.72%),5 (0.13),12 (7-0-5 58.33%),4 (0.33)
18,"Green, Brad",21y 80d,50 (28-0-22 56.00%),79 (1.58),←,
16,"Johnstone, Travis",21y 319d,55 (26-0-29 47.27%),44 (0.80),←,
11,"Jolly, Darren",20y 207d,8 (5-0-3 62.50%),2 (0.25),←,
36,"Leoncelli, Andrew",27y 319d,116 (54-0-62 46.55%),56 (0.48),←,
23,"McDonald, James",25y 239d,83 (42-0-41 50.60%),30 (0.36),←,
9,"Neitz, David",27y 130d,190 (88-0-102 46.32%),302 (1.59),←,
8,"Nicholson, Alistair",24y 89d,62 (33-0-29 53.23%),3 (0.05),←,
7,"Powell, Stephen",25y 267d,63 (40-1-22 64.29%),59 (0.94),33 (21-0-12 63.64%),38 (1.15)
24,"Robertson, Russell",23y 189d,86 (45-0-41 52.33%),122 (1.42),←,
5,"Schwarz, David",29y 312d,170 (79-1-90 46.76%),242 (1.42),←,
6,"Thompson, Scott",19y 79d,14 (6-0-8 42.86%),4 (0.29),←,
10,"Ward, Daniel",24y 327d,54 (23-0-31 42.59%),16 (0.30),←,
45,"Whelan, Matthew",22y 200d,35 (19-0-16 54.29%),4 (0.11),←,
34,"White, Jeff",25y 102d,131 (64-0-67 48.85%),63 (0.48),99 (51-0-48 51.52%),45 (0.45)
22,"Woewodin, Shane",25y 324d,124 (57-0-67 45.97%),52 (0.42),←,
13,"Yze, Adem",24y 253d,151 (68-0-83 45.03%),110 (0.73),←,
Totals,Totals,24y 166d,1741 (851-4-886 48.88%),1347 (0.77),,
C,"Daniher, Neale",41y 106d,104 (54-0-50 51.92%),,←,
