Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
36,"Blanck, James",5,2,5,10,,,,1.0,4.0,1.0,,1.0,,,,3.0,7.0,,,4.0,,,88.0
16,"Bramble, Lachlan",10,4,6,16,,2.0,,1.0,5.0,2.0,,,,,,2.0,13.0,,1.0,1.0,1.0,1.0,79.0
22,"Breust, Luke",11,3,4,15,3,1.0,,3.0,1.0,3.0,,2.0,1.0,,,6.0,9.0,1.0,1.0,,,,78.0
30,"Butler, Sam",5,3,4,9,1,,,,,1.0,,2.0,,1.0,,5.0,4.0,2.0,1.0,,,,80.0
15,"Hardwick, Blake",10,6,1,11,,,,1.0,2.0,,,,,,,,8.0,,,3.0,,,79.0
17,"Howe, Daniel",15,7,5,20,,,,1.0,4.0,3.0,,4.0,2.0,1.0,,5.0,15.0,,,4.0,,,88.0
4,"Impey, Jarman",11,4,6,17,,,,3.0,,4.0,1.0,3.0,1.0,1.0,,6.0,11.0,1.0,,1.0,,1.0,82.0
9,"Jiath, Changkuoth",10,6,6,16,,1.0,,1.0,,3.0,,5.0,,1.0,,4.0,14.0,,,,4.0,,78.0
23,"Koschitzke, Jacob",3,2,3,6,,1.0,4.0,3.0,,2.0,1.0,4.0,,2.0,,6.0,2.0,1.0,1.0,4.0,,,93.0
2,"Lewis, Mitch",11,9,4,15,4,2.0,,2.0,,1.0,,2.0,1.0,2.0,,6.0,9.0,3.0,4.0,,,1.0,98.0
31,"Macdonald, Connor",12,4,7,19,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,7.0,11.0,,1.0,,,2.0,79.0
3,"Mitchell, Tom",10,4,12,22,,1.0,,4.0,,3.0,6.0,3.0,1.0,1.0,,10.0,13.0,,1.0,1.0,,1.0,78.0
13,"Moore, Dylan",9,6,7,16,2,1.0,,8.0,,4.0,,1.0,1.0,,,5.0,12.0,1.0,1.0,,,2.0,78.0
35,"Morris, Josh",,,,,,,,,,,,,,,,,,,,,,,
1,"Morrison, Harry",11,4,5,16,,,,3.0,1.0,4.0,1.0,4.0,,1.0,,4.0,12.0,,1.0,2.0,,,81.0
11,"Nash, Conor",4,1,12,16,,,6.0,4.0,,2.0,1.0,4.0,,2.0,,5.0,12.0,,,3.0,1.0,,76.0
44,"Newcombe, Jai",8,5,11,19,1,,,4.0,3.0,3.0,1.0,4.0,1.0,1.0,,5.0,13.0,1.0,,,1.0,,79.0
10,"OMeara, Jaeger",9,5,12,21,,,,3.0,1.0,5.0,5.0,4.0,,1.0,,11.0,12.0,,1.0,2.0,1.0,1.0,75.0
37,"Reeves, Ned",2,1,6,8,1,,31.0,2.0,,,4.0,2.0,,,,8.0,2.0,,1.0,5.0,,,75.0
14,"Scrimshaw, Jack",13,12,13,26,,,,1.0,5.0,,1.0,1.0,,1.0,,10.0,15.0,3.0,,4.0,,,86.0
26,"Shiels, Liam",5,2,5,10,,,,4.0,,1.0,1.0,3.0,1.0,1.0,,5.0,5.0,,,1.0,,,78.0
6,"Sicily, James",21,9,1,22,,,,,9.0,,,3.0,1.0,3.0,,4.0,15.0,,,3.0,2.0,,96.0
5,"Worpel, James",9,1,16,25,,,,3.0,1.0,5.0,7.0,3.0,,,,16.0,9.0,,,1.0,,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,100,151,355,12,11.0,41.0,53.0,37.0,48.0,30.0,56.0,10.0,19.0,,133.0,223.0,13.0,14.0,39.0,10.0,9.0,
Opposition,Opposition,228,98,168,396,19,11.0,35.0,58.0,36.0,57.0,41.0,39.0,19.0,10.0,6.0,150.0,248.0,18.0,13.0,52.0,6.0,11.0,
