Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
9,"Acres, Blake",25y 164d,83 (32-1-50 39.16%),29 (0.35),8 (3-0-5 37.50%),
11,"Aish, James",25y 132d,99 (39-0-60 39.39%),23 (0.23),17 (6-0-11 35.29%),
19,"Blakely, Connor",25y 18d,66 (25-0-41 37.88%),3 (0.05),←,
8,"Brayshaw, Andrew",21y 132d,57 (22-0-35 38.60%),13 (0.23),←,
5,"Cerra, Adam",21y 164d,59 (23-0-36 38.98%),11 (0.19),←,
33,"Colyer, Travis",29y 208d,107 (50-1-56 47.20%),62 (0.58),20 (7-0-13 35.00%),8 (0.40)
6,"Conca, Reece",28y 220d,141 (72-1-68 51.42%),25 (0.18),37 (14-0-23 37.84%),2 (0.05)
36,"Cox, Brennan",22y 219d,48 (16-0-32 33.33%),27 (0.56),←,
7,"Fyfe, Nat",29y 183d,188 (99-1-88 52.93%),158 (0.84),←,
42,"Giro, Stefan",22y 10d,11 (4-0-7 36.36%),3 (0.27),←,
21,"Hamling, Joel",27y 345d,86 (40-0-46 46.51%),,63 (24-0-39 38.10%),
23,"Henry, Liam",19y 204d,4 (1-0-3 25.00%),2 (0.50),←,
15,"Hughes, Ethan",26y 103d,68 (25-0-43 36.76%),4 (0.06),←,
22,"Meek, Lloyd",22y 332d,1 (0-0-1 0.00%),,←,
16,"Mundy, David",35y 243d,333 (167-1-165 50.30%),141 (0.42),←,
25,"Pearce, Alex",25y 284d,54 (22-0-32 40.74%),3 (0.06),←,
13,"Ryan, Luke",25y 42d,67 (25-0-42 37.31%),3 (0.04),←,
28,"Schultz, Lachie",23y 110d,25 (9-0-16 36.00%),17 (0.68),←,
3,"Serong, Caleb",20y 39d,15 (7-0-8 46.67%),2 (0.13),←,
39,"Switkowski, Sam",24y 120d,21 (8-0-13 38.10%),8 (0.38),←,
20,"Taberner, Matthew",27y 276d,88 (40-0-48 45.45%),107 (1.22),←,
38,"Watson, Tobe",23y 107d,4 (2-0-2 50.00%),,←,
26,"Young, Hayden",19y 343d,6 (2-0-4 33.33%),,←,
Totals,Totals,24y 333d,1631 (730-5-896 44.76%),641 (0.39),,
C,"Longmuir, Justin",40y 58d,18 (7-0-11 38.89%),,←,
