North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",22y 361d,25 (11-1-13 46.00%),19 (0.76),←,
4,"Anthony, Liam",23y 205d,19 (6-1-12 34.21%),8 (0.42),←,
18,"Atley, Shaun",18y 201d,2 (0-0-2 0.00%),,←,
10,"Cunnington, Ben",19y 276d,20 (10-0-10 50.00%),2 (0.10),←,
27,"Edwards, Aaron",27y 31d,56 (30-1-25 54.46%),74 (1.32),52 (26-1-25 50.96%),72 (1.38)
11,"Firrito, Michael",27y 126d,151 (73-2-76 49.01%),25 (0.17),←,
32,"Garlett, Cruize",22y 27d,18 (9-0-9 50.00%),3 (0.17),←,
22,"Goldstein, Todd",22y 275d,38 (18-1-19 48.68%),22 (0.58),←,
17,"Grima, Nathan",25y 240d,31 (15-1-15 50.00%),,←,
6,"Hansen, Lachlan",22y 228d,52 (23-1-28 45.19%),39 (0.75),←,
29,"Harvey, Brent",32y 323d,303 (163-3-137 54.29%),345 (1.14),←,
42,"McMahon, Scott",24y 304d,70 (34-1-35 49.29%),25 (0.36),←,
20,"Petrie, Drew",28y 169d,179 (83-3-93 47.21%),155 (0.87),←,
3,"Rawlings, Brady",29y 296d,225 (111-2-112 49.78%),60 (0.27),←,
21,"Richardson, Cameron",23y 121d,2 (0-0-2 0.00%),,←,
9,"Swallow, Andrew",23y 304d,86 (37-1-48 43.60%),45 (0.52),←,
25,"Tarrant, Robbie",21y 342d,4 (1-0-3 25.00%),,←,
12,"Thomas, Lindsay",23y 33d,74 (32-2-40 44.59%),98 (1.32),←,
16,"Thompson, Scott",24y 328d,52 (18-2-32 36.54%),1 (0.02),←,
8,"Wells, Daniel",26y 58d,151 (76-2-73 50.99%),86 (0.57),←,
19,"Wright, Sam",20y 261d,26 (11-0-15 42.31%),25 (0.96),←,
7,"Ziebell, Jack",20y 33d,26 (11-0-15 42.31%),4 (0.15),←,
Totals,Totals,24y 74d,1610 (772-24-814 47.95%),1036 (0.64),,
C,"Scott, Brad",34y 334d,24 (11-0-13 45.83%),,←,
