Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Andrews, Harris",7,2,2,9,,,,1.0,3.0,2.0,,4.0,2.0,3.0,,6.0,2.0,,,14.0,1.0,1.0,98.0
4,"Bastinac, Ryan",10,3,8,18,1,1.0,,7.0,2.0,3.0,1.0,3.0,,,,9.0,8.0,,,,1.0,,64.0
17,"Beams, Claye",4,1,,4,,,,1.0,,,,,,,,1.0,4.0,,,4.0,,,83.0
7,"Bell, Tom",19,2,5,24,,1.0,2.0,1.0,2.0,5.0,3.0,6.0,1.0,2.0,,12.0,10.0,,,1.0,,1.0,69.0
8,"Bewick, Rohan",13,3,,13,,,,9.0,3.0,3.0,1.0,3.0,1.0,1.0,,5.0,7.0,1.0,,2.0,,1.0,81.0
3,"Christensen, Allen",15,7,2,17,3,1.0,,3.0,,5.0,1.0,2.0,3.0,1.0,,6.0,11.0,,4.0,1.0,,1.0,76.0
24,"Dawson, Liam",1,,2,3,,,,2.0,,,,2.0,,1.0,,2.0,1.0,,,3.0,,,72.0
27,"Gardiner, Darcy",5,1,5,10,,,,2.0,2.0,,,6.0,,2.0,,4.0,5.0,,1.0,6.0,,,87.0
11,"Hanley, Pearce",15,5,10,25,2,1.0,,12.0,1.0,5.0,3.0,4.0,3.0,,,13.0,12.0,,1.0,2.0,1.0,,82.0
2,"Harwood, Ryan",4,2,3,7,,,,6.0,4.0,1.0,,2.0,,2.0,,7.0,1.0,2.0,,5.0,,,82.0
1,"Keays, Ben",5,,6,11,1,1.0,,8.0,1.0,,1.0,3.0,1.0,1.0,,8.0,4.0,,,2.0,,1.0,78.0
35,"Lester, Ryan",7,1,4,11,2,,,2.0,,2.0,,2.0,3.0,1.0,,8.0,4.0,,,4.0,,,85.0
12,"Martin, Stefan",6,5,7,13,,,28.0,4.0,1.0,1.0,2.0,1.0,1.0,,,6.0,5.0,2.0,,4.0,,,91.0
32,"Mayes, Sam",8,1,5,13,,,,2.0,4.0,,,3.0,,1.0,,6.0,5.0,,,3.0,,,79.0
25,"McStay, Daniel",5,3,5,10,1,,,2.0,,1.0,1.0,5.0,1.0,1.0,,5.0,5.0,1.0,2.0,,,,94.0
21,"Merrett, Daniel",8,3,1,9,,,,2.0,2.0,1.0,,1.0,3.0,1.0,,8.0,2.0,1.0,,14.0,,,100.0
10,"Rich, Daniel",17,3,6,23,2,1.0,,5.0,1.0,8.0,7.0,,,,,10.0,12.0,1.0,,1.0,,,81.0
5,"Robinson, Mitch",15,4,13,28,,,5.0,7.0,4.0,1.0,7.0,2.0,,,,19.0,7.0,1.0,,1.0,,2.0,74.0
38,"Rockliff, Tom",17,5,15,32,,,1.0,10.0,4.0,4.0,7.0,4.0,1.0,2.0,,15.0,16.0,,,,,1.0,80.0
28,"Taylor, Lewis",3,1,8,11,,,,3.0,,2.0,1.0,,,,,7.0,5.0,,,1.0,,,77.0
14,"Walker, Josh",3,1,5,8,1,,5.0,2.0,,2.0,,2.0,1.0,,,3.0,6.0,,1.0,,,,79.0
15,"Zorko, Dayne",25,6,8,33,1,2.0,1.0,7.0,3.0,14.0,5.0,2.0,2.0,,2.0,8.0,22.0,,,1.0,1.0,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,59,120,332,14,10.0,42.0,98.0,37.0,60.0,40.0,57.0,23.0,19.0,2.0,168.0,154.0,9.0,9.0,69.0,4.0,8.0,
Opposition,Opposition,219,55,183,402,15,7.0,53.0,99.0,45.0,56.0,45.0,57.0,19.0,23.0,4.0,187.0,203.0,9.0,11.0,61.0,,9.0,
