Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",8,4,8,16,,,,,,,,,,2.0,,,,,,,,,
22,"Bain, David",10,4,8,18,,,,2.0,,,,,2.0,1.0,,,,,,,,,
51,"Bell, Corey",12,7,4,16,,1.0,,1.0,,,,,,,,,,,,,,,
8,"Cameron, David",19,8,4,23,1,2.0,,,,,,,1.0,3.0,,,,,,,,,
25,"Campbell, Matthew",14,2,14,28,,,,1.0,,,,,1.0,2.0,,,,,,,,,
2,"Curran, Peter",10,6,10,20,,,2.0,2.0,,,,,1.0,2.0,,,,,,,,,
4,"Gastev, John",15,10,22,37,,,,4.0,,,,,,2.0,,,,,,,,,
14,"Hamilton, Shane",7,6,8,15,,,,2.0,,,,,1.0,,,,,,,,,,
5,"Hardie, Brad",14,5,10,24,3,1.0,,2.0,,,,,2.0,,,,,,,,,,
32,"Hart, Shaun",11,2,5,16,,1.0,,2.0,,,,,3.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",9,6,8,17,,,,,,,,,,2.0,,,,,,,,,
17,"Leslie, Martin",10,4,13,23,,,1.0,,,,,,3.0,2.0,,,,,,,,,
7,"McIvor, Scott",7,7,11,18,1,,,2.0,,,,,2.0,2.0,,,,,,,,,
19,"McLean, Michael",19,6,9,28,,1.0,,2.0,,,,,,,,,,,,,,,
24,"Merrett, Roger",11,8,7,18,1,1.0,9.0,1.0,,,,,2.0,,,,,,,,,,
11,"Phillips, Brenton",16,8,12,28,,1.0,,1.0,,,,,1.0,,,,,,,,,,
23,"Schache, Laurence",9,5,3,12,3,2.0,,,,,,,2.0,1.0,,,,,,,,,
29,"Taylor, Andrew",4,3,3,7,1,2.0,,,,,,,1.0,1.0,,,,,,,,,
35,"Worsfold, Peter",5,1,3,8,,1.0,,,,,,,,,,,,,,,,,
21,"Zanotti, Mark",8,3,7,15,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,105,169,387,10,15.0,12.0,22.0,,,,,22.0,21.0,,,,,,,,,
Opposition,Opposition,197,77,134,331,12,10.0,13.0,26.0,,,,,21.0,22.0,6.0,,,,,,,,
