0,1,2,3,4,5,6
←,"Round: 21 Venue: S.C.G. Date: Sat, 21-Aug-2010 7:10 PM Attendance: 36554","Round: 21 Venue: S.C.G. Date: Sat, 21-Aug-2010 7:10 PM Attendance: 36554","Round: 21 Venue: S.C.G. Date: Sat, 21-Aug-2010 7:10 PM Attendance: 36554","Round: 21 Venue: S.C.G. Date: Sat, 21-Aug-2010 7:10 PM Attendance: 36554","Round: 21 Venue: S.C.G. Date: Sat, 21-Aug-2010 7:10 PM Attendance: 36554",→
←,Sydney,4.4.28,10.6.66,13.10.88,17.12.114,→
←,Western Bulldogs,5.1.31,6.3.39,9.7.61,10.10.70,→
←,Qrt margin,WB by 3,SY by 27,SY by 27,SY by 44,→
←,Qrt scores,WB 31-28,SY 38-8,22-22,SY 26-9,→
←,Field umpires,"Chris Donlon (107), Brett Rosebury (195), Simon Meredith (134)","Chris Donlon (107), Brett Rosebury (195), Simon Meredith (134)","Chris Donlon (107), Brett Rosebury (195), Simon Meredith (134)","Chris Donlon (107), Brett Rosebury (195), Simon Meredith (134)",→
