Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",17,4,17,34,1,1.0,,,,10.0,9.0,3.0,2.0,1.0,,12.0,24.0,,1.0,3.0,1.0,1.0,85.0
17,"Bruce, Josh",9,7,6,15,3,2.0,2.0,3.0,1.0,1.0,1.0,7.0,,3.0,,8.0,6.0,3.0,5.0,2.0,,,84.0
12,"Cordy, Zaine",5,1,5,10,,,,1.0,1.0,,,1.0,3.0,,,7.0,4.0,,,7.0,,,100.0
31,"Dale, Bailey",15,2,7,22,,,,,1.0,2.0,,3.0,,1.0,,4.0,15.0,1.0,,3.0,3.0,,84.0
35,"Daniel, Caleb",9,4,9,18,,,,1.0,2.0,2.0,,3.0,,1.0,,1.0,14.0,,,1.0,,,75.0
5,"Dunkley, Josh",3,4,16,19,,,,2.0,1.0,1.0,1.0,1.0,,1.0,,9.0,11.0,1.0,,3.0,,,82.0
15,"Duryea, Taylor",6,5,11,17,1,,,1.0,2.0,3.0,,1.0,,,,5.0,12.0,1.0,,5.0,,,83.0
44,"English, Tim",5,4,8,13,1,1.0,24.0,2.0,,2.0,1.0,1.0,1.0,,,9.0,5.0,2.0,3.0,3.0,,1.0,82.0
38,"Garcia, Riley",5,1,2,7,,,,2.0,1.0,2.0,,1.0,1.0,,,5.0,3.0,,,,,,77.0
7,"Hunter, Lachie",12,2,10,22,,,,1.0,1.0,5.0,4.0,1.0,,,,6.0,15.0,,,2.0,1.0,1.0,85.0
39,"Johannisen, Jason",4,1,1,5,1,,,,,,,,,,,3.0,2.0,,1.0,2.0,,1.0,82.0
21,"Liberatore, Tom",12,6,10,22,1,1.0,,4.0,1.0,7.0,2.0,3.0,,1.0,,4.0,18.0,,3.0,2.0,,,80.0
11,"Macrae, Jack",15,2,22,37,,,,5.0,2.0,7.0,9.0,3.0,1.0,1.0,2.0,17.0,21.0,,1.0,2.0,,1.0,85.0
33,"Naughton, Aaron",5,5,6,11,1,3.0,1.0,4.0,,1.0,1.0,2.0,,1.0,,5.0,6.0,2.0,4.0,2.0,,1.0,84.0
20,"Richards, Ed",4,3,4,8,,,,1.0,,3.0,,1.0,1.0,1.0,,3.0,6.0,,,,,,78.0
13,"Schache, Josh",10,6,4,14,,,,,3.0,1.0,,3.0,2.0,2.0,,8.0,8.0,2.0,,8.0,,,93.0
28,"Scott, Anthony",5,3,3,8,,1.0,,1.0,,2.0,,2.0,1.0,1.0,,2.0,5.0,1.0,1.0,1.0,,1.0,82.0
6,"Smith, Bailey",13,5,7,20,,,,3.0,2.0,3.0,1.0,3.0,2.0,,,3.0,18.0,,,1.0,1.0,,74.0
37,"Smith, Roarke",,,,,,,,,,,,,,,,,,,,,,,
1,"Treloar, Adam",10,7,12,22,1,,,2.0,4.0,1.0,,3.0,1.0,,,4.0,18.0,,1.0,1.0,,,75.0
22,"Ugle-Hagan, Jamarra",4,1,2,6,1,1.0,,,,,,1.0,1.0,,,3.0,3.0,,,1.0,,1.0,64.0
34,"Williams, Bailey",13,4,11,24,,,,3.0,,5.0,2.0,1.0,,,,6.0,16.0,,,3.0,,,82.0
10,"Wood, Easton",8,4,8,16,1,,,1.0,,2.0,,1.0,1.0,,,3.0,13.0,1.0,,3.0,,1.0,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,81,181,370,12,12.0,27.0,37.0,22.0,60.0,31.0,45.0,17.0,14.0,2.0,127.0,243.0,14.0,20.0,55.0,6.0,9.0,
Opposition,Opposition,187,81,134,321,15,7.0,48.0,55.0,46.0,39.0,47.0,41.0,14.0,17.0,4.0,108.0,203.0,13.0,13.0,33.0,5.0,11.0,
