Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",21y 218d,41 (17-1-23 42.68%),24 (0.59),←,
18,"Cameron, Leon",17y 330d,16 (10-0-6 62.50%),7 (0.44),←,
3,"Campbell, Adrian",21y 206d,25 (11-1-13 46.00%),27 (1.08),←,
20,"Coleman, Glenn",29y 176d,140 (77-1-62 55.36%),80 (0.57),15 (9-0-6 60.00%),16 (1.07)
4,"Davies, Darren",24y 288d,35 (16-0-19 45.71%),34 (0.97),←,
26,"Del-Re, Danny",22y 167d,10 (6-0-4 60.00%),16 (1.60),←,
12,"Eppelstun, Greg",23y 255d,76 (38-1-37 50.66%),1 (0.01),←,
32,"Foster, Peter",30y 57d,123 (66-2-55 54.47%),50 (0.41),116 (63-2-51 55.17%),48 (0.41)
29,"Grant, Chris",17y 228d,17 (10-0-7 58.82%),49 (2.88),←,
7,"Hawkins, Doug",30y 85d,238 (95-3-140 40.55%),115 (0.48),←,
10,"Hunter, Mark",24y 329d,34 (14-1-19 42.65%),2 (0.06),←,
21,"Kolyniuk, Steven",20y 24d,27 (14-1-12 53.70%),26 (0.96),←,
39,"Liberatore, Tony",24y 168d,35 (21-0-14 60.00%),20 (0.57),←,
11,"McGuinness, Tony",26y 84d,104 (48-2-54 47.12%),102 (0.98),←,
14,"Reynolds, Keenan",21y 203d,13 (9-0-4 69.23%),1 (0.08),←,
33,"Royal, Brian",28y 229d,154 (81-2-71 53.25%),192 (1.25),←,
16,"Wallace, Terry",31y 228d,245 (145-2-98 59.59%),119 (0.49),60 (27-1-32 45.83%),16 (0.27)
24,"Wallis, Stephen",25y 275d,162 (83-2-77 51.85%),40 (0.25),←,
6,"Wigney, Stuart",21y 101d,36 (16-1-19 45.83%),14 (0.39),←,
15,"Wynd, Scott",20y 185d,33 (14-0-19 42.42%),6 (0.18),←,
Totals,Totals,24y 82d,1564 (791-20-753 50.58%),925 (0.59),,
C,"Wheeler, Terry",35y 138d,17 (10-0-7 58.82%),,←,
