Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Bowden, Joel",21,10,12,33,1,,,1.0,7.0,2.0,,6.0,1.0,2.0,,5.0,27.0,,,2.0,1.0,,96.0
3,"Deledio, Brett",7,3,12,19,1,,,3.0,2.0,2.0,3.0,5.0,2.0,2.0,,11.0,10.0,,,2.0,5.0,,85.0
10,"Edwards, Shane",3,2,2,5,,,,1.0,,,,,,,,,5.0,,,1.0,1.0,1.0,33.0
41,"Foley, Nathan",12,1,11,23,,,,4.0,3.0,4.0,1.0,6.0,,4.0,,6.0,17.0,,,,5.0,1.0,78.0
2,"Gaspar, Darren",5,3,2,7,,,,4.0,1.0,,,4.0,,2.0,,2.0,4.0,,,4.0,,,100.0
34,"Hughes, Cleve",8,6,4,12,3,,,1.0,1.0,3.0,,,,,,4.0,8.0,1.0,1.0,1.0,,,95.0
31,"Hyde, Chris",5,5,6,11,,1.0,,2.0,1.0,4.0,2.0,1.0,,1.0,,2.0,8.0,,,,3.0,,74.0
23,"Jackson, Daniel",5,4,,5,1,,,2.0,,2.0,,1.0,,1.0,,,5.0,,1.0,3.0,1.0,,70.0
17,"Johnson, Kane",5,5,8,13,,,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,,3.0,10.0,,,3.0,,,88.0
46,"King, Jake",5,1,5,10,,,,2.0,,2.0,,2.0,4.0,,,7.0,4.0,,,3.0,,,56.0
38,"McGuane, Luke",6,5,3,9,,,,4.0,,,,4.0,1.0,4.0,,5.0,4.0,2.0,,8.0,,,96.0
1,"Newman, Chris",15,9,6,21,,,,6.0,6.0,5.0,,2.0,1.0,,,2.0,17.0,,,7.0,1.0,1.0,92.0
29,"Oakley-Nicholls, Jarrad",9,7,,9,,,,2.0,,1.0,,1.0,,1.0,,1.0,8.0,,1.0,3.0,,1.0,73.0
15,"Pettifer, Kayne",8,4,2,10,1,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,,2.0,7.0,,1.0,1.0,1.0,,91.0
6,"Polak, Graham",14,12,7,21,,,1.0,2.0,4.0,2.0,,3.0,1.0,,2.0,12.0,8.0,6.0,,6.0,,1.0,100.0
4,"Raines, Andrew",15,5,10,25,,,,1.0,6.0,3.0,1.0,2.0,,,,6.0,18.0,,,,4.0,,96.0
12,"Richardson, Matthew",12,14,6,18,,,1.0,1.0,4.0,1.0,,6.0,,3.0,,6.0,12.0,4.0,2.0,,,1.0,85.0
25,"Schulz, Jay",7,5,1,8,,4.0,,1.0,,1.0,,2.0,,2.0,,3.0,6.0,2.0,4.0,1.0,,,91.0
5,"Simmonds, Troy",5,4,4,9,,,15.0,5.0,2.0,2.0,,2.0,,2.0,,1.0,9.0,,,2.0,,,81.0
30,"Tambling, Richard",9,4,7,16,4,,,1.0,,,2.0,3.0,1.0,,,7.0,9.0,,1.0,,4.0,,80.0
32,"Tivendale, Greg",8,5,6,14,,,,8.0,3.0,3.0,2.0,5.0,1.0,3.0,,7.0,7.0,,,,2.0,,72.0
21,"Tuck, Shane",12,7,4,16,,,,3.0,2.0,4.0,2.0,4.0,,,,4.0,12.0,,,2.0,1.0,1.0,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,121,118,314,11,10.0,18.0,58.0,44.0,46.0,16.0,63.0,13.0,29.0,2.0,96.0,215.0,15.0,11.0,49.0,29.0,7.0,
Opposition,Opposition,217,107,183,400,14,15.0,29.0,45.0,33.0,63.0,36.0,40.0,29.0,13.0,4.0,123.0,275.0,7.0,15.0,45.0,20.0,12.0,
