Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
1,"Charles, Sean",21y 23d,27 (10-0-17 37.04%),43 (1.59),←,
23,"Clarkson, Alastair",28y 44d,103 (44-2-57 43.69%),69 (0.67),10 (2-0-8 20.00%),8 (0.80)
26,"Doyle, Greg",25y 260d,28 (13-0-15 46.43%),16 (0.57),26 (13-0-13 50.00%),13 (0.50)
33,"Farmer, Jeff",18y 352d,14 (1-0-13 7.14%),12 (0.86),←,
20,"Febey, Matthew",26y 296d,80 (37-0-43 46.25%),22 (0.28),←,
15,"Hopgood, Paul",22y 325d,50 (25-0-25 50.00%),3 (0.06),←,
7,"Kowal, Darren",23y 358d,62 (30-0-32 48.39%),29 (0.47),←,
37,"Lamprill, Andrew",27y 37d,26 (9-0-17 34.62%),3 (0.12),←,
17,"Lovett, Brett",30y 21d,207 (113-1-93 54.83%),39 (0.19),←,
6,"Lovett, Glenn",26y 323d,100 (46-0-54 46.00%),67 (0.67),←,
3,"Lyon, Garry",28y 271d,197 (110-1-86 56.09%),373 (1.89),←,
9,"Neitz, David",21y 140d,76 (34-0-42 44.74%),63 (0.83),←,
18,"Nettelbeck, Craig",24y 15d,54 (12-2-40 24.07%),37 (0.69),9 (2-0-7 22.22%),10 (1.11)
4,"Obst, Andrew",31y 296d,119 (62-0-57 52.10%),55 (0.46),←,
35,"Ormond-Allen, Trent",19y 365d,3 (1-0-2 33.33%),1 (0.33),←,
10,"Seecamp, Marcus",23y 319d,81 (29-0-52 35.80%),15 (0.19),30 (11-0-19 36.67%),5 (0.17)
29,"Smith, Shaun",26y 354d,77 (38-1-38 50.00%),108 (1.40),30 (11-0-19 36.67%),70 (2.33)
11,"Stynes, Jim",30y 48d,210 (113-1-96 54.05%),120 (0.57),←,
2,"Tingay, Stephen",25y 302d,126 (67-0-59 53.17%),58 (0.46),←,
8,"Turley, Craig",30y 291d,124 (76-2-46 62.10%),97 (0.78),9 (2-0-7 22.22%),6 (0.67)
13,"Yze, Adem",18y 263d,18 (6-0-12 33.33%),5 (0.28),←,
Totals,Totals,25y 154d,1782 (876-10-896 49.16%),1235 (0.69),,
C,"Balme, Neil",44y 147d,77 (35-0-42 45.45%),,←,
