St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Beveridge, Luke",14,7,7,21,2,1.0,,,1.0,5.0,,4.0,4.0,1.0,,,,,,,,,
2,"Brown, Tony",10,5,5,15,1,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,
3,"Burke, Nathan",18,3,8,26,1,,,4.0,2.0,3.0,10.0,,,,,,,,,,,,
41,"Campbell, Brad",3,1,5,8,,,,,2.0,,,1.0,,,,,,,,,,,
42,"Cook, Brett",3,4,3,6,,,8.0,1.0,1.0,,1.0,,,,,,,,,,,,
38,"Elliott, Tim",1,1,,1,,,,,,,,,,,,,,,,,,,
10,"Everitt, Peter",19,11,6,25,4,2.0,12.0,2.0,3.0,4.0,3.0,1.0,,1.0,1.0,,,,,,,,
35,"Harvey, Robert",24,4,11,35,,2.0,,,5.0,7.0,6.0,2.0,,1.0,3.0,,,,,,,,
6,"Healy, Daniel",5,1,1,6,,,,5.0,,2.0,,1.0,,,,,,,,,,,
24,"Heatley, Jason",5,4,,5,4,1.0,,1.0,,,,,,,,,,,,,,,
8,"Hudghton, Max",5,3,8,13,,,,2.0,,1.0,,3.0,,2.0,,,,,,,,,
5,"Jones, Austinn",9,1,7,16,,1.0,,2.0,1.0,3.0,3.0,,,1.0,,,,,,,,,
23,"Loewe, Stewart",7,7,4,11,2,1.0,2.0,3.0,1.0,2.0,,,1.0,1.0,,,,,,,,,
1,"Peckett, Justin",12,4,6,18,,,,2.0,7.0,1.0,3.0,,1.0,2.0,,,,,,,,,
13,"Sierakowski, David",3,2,5,8,,,4.0,,,3.0,,1.0,,,,,,,,,,,
19,"Sziller, Steven",11,3,4,15,,,,2.0,4.0,2.0,2.0,,1.0,1.0,,,,,,,,,
29,"Thompson, Andrew",7,1,7,14,,,,2.0,,5.0,1.0,1.0,,,,,,,,,,,
32,"Traianidis, Jason",6,4,5,11,1,,,2.0,,2.0,1.0,,,1.0,,,,,,,,,
15,"Wakelin, Darryl",4,6,10,14,,,3.0,2.0,1.0,,,1.0,,,,,,,,,,,
12,"Wakelin, Shane",11,7,5,16,,,,,6.0,,,1.0,,,,,,,,,,,
7,"Winmar, Nicky",2,1,3,5,,1.0,,1.0,,2.0,,,,,,,,,,,,,
20,"Young, Matthew",11,1,7,18,,,1.0,3.0,7.0,,,7.0,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,81,117,307,15,10.0,30.0,35.0,42.0,45.0,31.0,24.0,9.0,13.0,4.0,,,,,,,,
Opposition,Opposition,189,85,129,318,10,16.0,23.0,25.0,25.0,58.0,33.0,22.0,13.0,9.0,2.0,,,,,,,,
