Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",6,3,3,9,,,,5.0,4.0,,2.0,1.0,,,2.0,7.0,3.0,3.0,,4.0,1.0,,
12,"Blakey, John",9,6,10,19,,,,1.0,5.0,1.0,,1.0,1.0,,,5.0,13.0,,,4.0,6.0,,
22,"Burton, Matthew",7,2,3,10,,,23.0,1.0,,3.0,2.0,1.0,1.0,2.0,,7.0,4.0,1.0,,2.0,,,
18,"Carey, Wayne",11,4,4,15,2,,,1.0,1.0,3.0,,3.0,1.0,3.0,,7.0,9.0,1.0,1.0,2.0,6.0,,
23,"Clayton, Shane",10,2,3,13,,,,,1.0,3.0,4.0,,,2.0,,6.0,7.0,,,,,,
45,"Cochrane, Stuart",,,2,2,,,,1.0,,,,,,,,1.0,1.0,,,2.0,,,
6,"Grant, Shannon",21,6,4,25,2,,,1.0,2.0,7.0,6.0,1.0,1.0,1.0,,10.0,14.0,,,7.0,3.0,,
29,"Harvey, Brent",21,6,15,36,2,1.0,,5.0,3.0,3.0,4.0,,2.0,,1.0,11.0,21.0,,2.0,2.0,7.0,,
34,"King, David",18,7,7,25,3,,,,4.0,6.0,2.0,1.0,1.0,,3.0,8.0,16.0,4.0,2.0,,14.0,,
35,"Makepeace, Troy",9,5,5,14,1,,,1.0,,4.0,1.0,,,1.0,,3.0,11.0,,,2.0,,,
4,"Martyn, Mick",4,1,2,6,,,,1.0,4.0,,,2.0,1.0,1.0,,,3.0,,,4.0,,,
5,"McCartney, Jason",12,8,7,19,,,,1.0,8.0,1.0,1.0,1.0,2.0,,,7.0,12.0,1.0,,3.0,,,
31,"McKernan, Corey",6,4,3,9,2,,2.0,,,2.0,,1.0,,,,6.0,4.0,1.0,1.0,1.0,1.0,,
8,"McLaren, Joe",4,2,1,5,,1.0,,3.0,1.0,1.0,,,,,,1.0,4.0,,1.0,,1.0,,
44,"Motlop, Shannon",6,4,5,11,3,,1.0,2.0,,1.0,2.0,1.0,,2.0,,7.0,6.0,1.0,1.0,,3.0,,
28,"Pickett, Byron",11,2,2,13,3,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,10.0,,1.0,4.0,2.0,,
3,"Rawlings, Brady",5,5,2,7,1,1.0,,2.0,,3.0,,1.0,,2.0,,1.0,6.0,,2.0,,,,
26,"Rocca, Saverio",6,6,2,8,2,,2.0,,1.0,1.0,,2.0,,1.0,,4.0,4.0,3.0,3.0,,,,
7,"Simpson, Adam",28,11,13,41,,,3.0,3.0,4.0,6.0,8.0,1.0,1.0,,,15.0,25.0,,,8.0,1.0,,
9,"Sinclair, Jess",7,3,6,13,,1.0,,4.0,,1.0,1.0,1.0,2.0,2.0,,5.0,9.0,,1.0,5.0,3.0,,
25,"Spaull, John",,,,,,,,,,,,,,,,,,,,,,,
40,"Teague, David",1,,,1,,,,,,,,,1.0,,,1.0,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,87,99,301,21,5.0,31.0,34.0,40.0,48.0,35.0,20.0,15.0,19.0,6.0,115.0,182.0,15.0,15.0,50.0,48.0,,
Opposition,Opposition,183,85,120,303,12,10.0,23.0,45.0,27.0,54.0,34.0,21.0,19.0,15.0,,98.0,202.0,8.0,13.0,26.0,10.0,,
