Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,3.0,20.0,33,,2.0,,1.0,,,,,,1.0,,,,,,,,,
50,"Ballantyne, Jon",5,4.0,1.0,6,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,
17,"Charles, Justin",6,3.0,4.0,10,,,1.0,,,,,,5.0,3.0,,,,,,,,,
20,"Coleman, Glenn",11,9.0,10.0,21,,,3.0,,,,,,2.0,1.0,2.0,,,,,,,,
41,"Corcoran, Shannon",7,2.0,2.0,9,,,,,,,,,,,,,,,,,,,
22,"Cullen, Mark",6,,5.0,11,1.0,1.0,,1.0,,,,,,4.0,,,,,,,,,
26,"Del-Re, Danny",4,1.0,,4,,,,2.0,,,,,1.0,,,,,,,,,,
12,"Eppelstun, Greg",8,3.0,8.0,16,,,,,,,,,,,,,,,,,,,
32,"Foster, Peter",9,5.0,11.0,20,,,1.0,2.0,,,,,3.0,1.0,,,,,,,,,
9,"Georgiades, John",8,3.0,2.0,10,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Hawkins, Doug",11,4.0,7.0,18,1.0,3.0,,,,,,,2.0,1.0,,,,,,,,,
10,"Hunter, Mark",9,4.0,4.0,13,,,,1.0,,,,,1.0,,,,,,,,,,
48,"Kellett, Nigel",21,2.0,3.0,24,,,,2.0,,,,,1.0,4.0,,,,,,,,,
21,"Kolyniuk, Steven",22,3.0,5.0,27,4.0,3.0,,1.0,,,,,1.0,4.0,,,,,,,,,
11,"McGuinness, Tony",18,,4.0,22,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
14,"Reynolds, Keenan",10,3.0,2.0,12,,,1.0,2.0,,,,,4.0,1.0,,,,,,,,,
33,"Royal, Brian",4,3.0,8.0,12,,,,1.0,,,,,,1.0,,,,,,,,,
16,"Wallace, Terry",15,4.0,14.0,29,1.0,3.0,,1.0,,,,,4.0,1.0,,,,,,,,,
24,"Wallis, Stephen",7,1.0,6.0,13,,,,,,,,,2.0,2.0,,,,,,,,,
6,"Wigney, Stuart",11,7.0,4.0,15,1.0,,1.0,,,,,,2.0,,,,,,,,,,
Totals,Totals,205,64.0,120.0,325,11.0,14.0,8.0,15.0,,,,,30.0,28.0,2.0,,,,,,,,
Opposition,Opposition,209,69.0,73.0,282,15.0,14.0,26.0,16.0,,,,,28.0,30.0,4.0,,,,,,,,
