Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
33,"Adams, Marcus",23y 2d,11 (8-0-3 72.73%),,←,
24,"Biggs, Shane",24y 332d,30 (19-0-11 63.33%),7 (0.23),24 (16-0-8 66.67%),7 (0.29)
4,"Bontempelli, Marcus",20y 221d,51 (28-0-23 54.90%),46 (0.90),←,
5,"Boyd, Matthew",33y 310d,271 (132-2-137 49.08%),83 (0.31),←,
35,"Daniel, Caleb",19y 361d,22 (15-0-7 68.18%),11 (0.50),←,
29,"Dickson, Tory",28y 280d,67 (31-0-36 46.27%),112 (1.67),←,
7,"Hunter, Lachie",21y 202d,50 (25-0-25 50.00%),22 (0.44),←,
39,"Johannisen, Jason",23y 237d,52 (23-0-29 44.23%),16 (0.31),←,
46,"Jong, Lin",23y 28d,30 (12-0-18 40.00%),19 (0.63),←,
21,"Liberatore, Tom",24y 47d,91 (35-0-56 38.46%),31 (0.34),←,
11,"Macrae, Jack",21y 334d,69 (35-0-34 50.72%),18 (0.26),←,
27,"Minson, Will",31y 82d,190 (92-1-97 48.68%),81 (0.43),←,
38,"Morris, Dale",33y 186d,221 (120-2-99 54.75%),3 (0.01),←,
42,"Picken, Liam",29y 336d,164 (79-0-85 48.17%),52 (0.32),←,
43,"Redpath, Jack",25y 202d,22 (15-0-7 68.18%),37 (1.68),←,
23,"Roughead, Jordan",25y 242d,102 (45-0-57 44.12%),20 (0.20),←,
14,"Smith, Clay",23y 52d,35 (10-0-25 28.57%),17 (0.49),←,
9,"Stringer, Jake",22y 68d,64 (32-0-32 50.00%),123 (1.92),←,
1,"Suckling, Matt",27y 343d,112 (83-0-29 74.11%),56 (0.50),10 (8-0-2 80.00%),5 (0.50)
3,"Wallis, Mitch",23y 252d,90 (40-0-50 44.44%),38 (0.42),←,
19,"Webb, Lukas",20y 120d,11 (7-0-4 63.64%),1 (0.09),←,
10,"Wood, Easton",26y 302d,96 (49-0-47 51.04%),13 (0.14),←,
Totals,Totals,25y 90d,1851 (935-5-911 50.51%),806 (0.44),,
C,"Beveridge, Luke",45y 314d,37 (24-0-13 64.86%),,←,
