Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Allan, Matthew",7,8,9,16,,,26.0,,,,,,2.0,2.0,,,,,,,,,
41,"Anstey, Jacob",2,,4,6,1,,,1.0,,,,,,,,,,,,,,,
21,"Bradley, Craig",26,10,10,36,2,,,,,,,,,1.0,1.0,,,,,,,,
16,"Camporeale, Scott",11,3,5,16,,2.0,,1.0,,,,,1.0,,,,,,,,,,
34,"De Iulio, Ron",3,,2,5,,,,1.0,,,,,,,,,,,,,,,
35,"Dean, Peter",7,2,7,14,,,,2.0,,,,,,2.0,,,,,,,,,
36,"Hamill, Aaron",7,6,7,14,2,2.0,,,,,,,,2.0,,,,,,,,,
9,"Hickmott, Adrian",17,9,9,26,,1.0,,1.0,,,,,2.0,,,,,,,,,,
33,"Hogg, Matthew",6,3,6,12,,,,2.0,,,,,1.0,2.0,,,,,,,,,
4,"Kernahan, Stephen",8,2,1,9,,,1.0,3.0,,,,,1.0,,,,,,,,,,
43,"Koutoufides, Anthony",13,2,4,17,1,,1.0,1.0,,,,,1.0,,,,,,,,,,
22,"Manton, Glenn",7,4,2,9,,,,1.0,,,,,,1.0,,,,,,,,,
5,"McKay, Andrew",14,4,6,20,,,,,,,,,2.0,,,,,,,,,,
18,"Murphy, Justin",8,3,9,17,,1.0,,2.0,,,,,,3.0,,,,,,,,,
27,"OSullivan, Luke",7,2,8,15,,1.0,,,,,,,1.0,1.0,,,,,,,,,
7,"Ratten, Brett",8,2,18,26,,,,3.0,,,,,,1.0,,,,,,,,,
14,"Sexton, Michael",14,6,6,20,,,,,,,,,1.0,,,,,,,,,,
1,"Silvagni, Stephen",15,9,1,16,6,4.0,,,,,,,,1.0,2.0,,,,,,,,
32,"Whitehead, Adrian",5,1,13,18,,,,2.0,,,,,1.0,1.0,,,,,,,,,
8,"Whitnall, Lance",,,,,,,,,,,,,,1.0,,,,,,,,,
2,"Williams, Greg",14,3,17,31,,1.0,,5.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,79,144,343,12,14.0,28.0,25.0,,,,,14.0,19.0,3.0,,,,,,,,
Opposition,Opposition,208,78,105,313,11,13.0,31.0,31.0,,,,,19.0,14.0,3.0,,,,,,,,
