Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",9,2,15,24,,,,,,,,,1.0,4.0,,,,,,,,,
32,"Baldwin, Jason",11,3,1,12,,,,,,,,,1.0,,,,,,,,,,
22,"Bamford, Scott",9,3,5,14,,1.0,,,,,,,,1.0,,,,,,,,,
5,"Barker, John",9,7,3,12,,1.0,,2.0,,,,,1.0,,,,,,,,,,
1,"Boyd, Brad",15,11,9,24,,,,,,,,,,,,,,,,,,,
30,"Carter, Nick",3,1,2,5,,,,1.0,,,,,1.0,2.0,,,,,,,,,
29,"Cassidy, Brad",6,5,3,9,,,,1.0,,,,,,,,,,,,,,,
27,"Chandler, Brett",10,3,14,24,,1.0,,2.0,,,,,6.0,1.0,,,,,,,,,
40,"Clayton, Shane",2,1,3,5,,,,2.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",16,5,11,27,1,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,
17,"Hawking, Simon",9,7,,9,4,1.0,,,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",6,3,2,8,1,2.0,,,,,,,,,,,,,,,,,
2,"Johnson, Chris",11,6,5,16,2,1.0,,,,,,,,1.0,,,,,,,,,
25,"McCarthy, John",7,4,7,14,,,,,,,,,,1.0,,,,,,,,,
7,"Molloy, Jarrod",,,,,,,,,,,,,,,,,,,,,,,
34,"Morton, Danny",7,1,11,18,,,,1.0,,,,,1.0,,,,,,,,,,
4,"Paxman, Stephen",4,2,3,7,,1.0,,3.0,,,,,2.0,,,,,,,,,,
8,"Pike, Martin",18,3,3,21,,1.0,,2.0,,,,,,1.0,,,,,,,,,
12,"Primus, Matthew",9,3,4,13,,1.0,29.0,1.0,,,,,2.0,1.0,,,,,,,,,
37,"Rombotis, John",6,5,3,9,1,,,1.0,,,,,,,,,,,,,,,
33,"Warfe, Rowan",6,2,1,7,,,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,77,105,278,9,13.0,30.0,18.0,,,,,18.0,15.0,,,,,,,,,
Opposition,Opposition,177,81,163,340,26,10.0,19.0,26.0,,,,,15.0,18.0,6.0,,,,,,,,
