Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
11,"Bennell, Harley",21y 304d,62 (17-0-45 27.42%),78 (1.26),←,
36,"Broughton, Greg",27y 307d,103 (45-0-58 43.69%),19 (0.18),35 (16-0-19 45.71%),4 (0.11)
12,"Day, Sam",21y 330d,60 (20-0-40 33.33%),42 (0.70),←,
15,"Gorringe, Daniel",22y 61d,18 (4-0-14 22.22%),5 (0.28),←,
33,"Hall, Aaron",23y 266d,45 (19-0-26 42.22%),43 (0.96),←,
5,"Harbrow, Jarrod",26y 15d,144 (64-1-79 44.79%),41 (0.28),74 (24-0-50 32.43%),20 (0.27)
39,"Herbert, Louis",20y 36d,2 (1-0-1 50.00%),,←,
40,"Lemmens, Sean",19y 273d,14 (9-0-5 64.29%),1 (0.07),←,
37,"Lonergan, Jesse",19y 261d,9 (4-0-5 44.44%),1 (0.11),←,
19,"Lynch, Tom",21y 275d,56 (18-0-38 32.14%),72 (1.29),←,
4,"Martin, Jack",19y 185d,7 (4-0-3 57.14%),5 (0.71),←,
17,"May, Steven",22y 204d,52 (18-0-34 34.62%),15 (0.29),←,
18,"McKenzie, Trent",22y 121d,73 (23-0-50 31.51%),20 (0.27),←,
1,"OMeara, Jaeger",20y 160d,40 (18-0-22 45.00%),26 (0.65),←,
10,"Prestia, Dion",21y 294d,69 (20-0-49 28.99%),20 (0.29),←,
35,"Rischitelli, Michael",28y 206d,174 (67-3-104 39.37%),76 (0.44),63 (18-0-45 28.57%),29 (0.46)
6,"Sexton, Alex",20y 242d,20 (7-0-13 35.00%),9 (0.45),←,
26,"Shaw, Matt",22y 178d,69 (20-0-49 28.99%),26 (0.38),←,
25,"Stanley, Danny",26y 165d,76 (24-0-52 31.58%),37 (0.49),71 (23-0-48 32.39%),37 (0.52)
3,"Sumner, Timmy",19y 297d,15 (6-0-9 40.00%),6 (0.40),←,
24,"Swallow, David",21y 256d,69 (21-0-48 30.43%),34 (0.49),←,
16,"Thompson, Rory",23y 143d,49 (17-0-32 34.69%),7 (0.14),←,
Totals,Totals,22y 175d,1226 (446-4-776 36.38%),583 (0.48),,
C,"McKenna, Guy",45y 83d,84 (24-0-60 28.57%),,←,
