West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
28,"Cole, Tom",21y 24d,15 (10-0-5 66.67%),,←,
15,"Cripps, Jamie",26y 59d,132 (77-1-54 58.71%),157 (1.19),116 (69-1-46 59.91%),141 (1.22)
14,"Duggan, Liam",21y 192d,58 (37-0-21 63.79%),9 (0.16),←,
3,"Gaff, Andrew",26y 5d,169 (104-1-64 61.83%),62 (0.37),←,
25,"Hurn, Shannon",30y 290d,236 (136-1-99 57.84%),50 (0.21),←,
34,"Hutchings, Mark",27y 27d,83 (50-1-32 60.84%),37 (0.45),←,
23,"Jetta, Lewis",29y 48d,164 (107-2-55 65.85%),114 (0.70),37 (23-0-14 62.16%),15 (0.41)
2,"LeCras, Mark",31y 295d,209 (118-1-90 56.70%),431 (2.06),←,
29,"Lycett, Scott",25y 268d,63 (39-0-24 61.90%),40 (0.63),←,
7,"Masten, Chris",29y 50d,186 (102-1-83 55.11%),65 (0.35),←,
20,"McGovern, Jeremy",26y 67d,91 (59-0-32 64.84%),30 (0.33),←,
36,"McInnes, Fraser",24y 337d,13 (9-0-4 69.23%),6 (0.46),←,
9,"Naitanui, Nic",28y 48d,158 (92-1-65 58.54%),102 (0.65),←,
30,"Nelson, Jackson",22y 98d,42 (29-0-13 69.05%),1 (0.02),←,
8,"Redden, Jack",27y 194d,176 (76-1-99 43.47%),66 (0.38),47 (32-0-15 68.09%),14 (0.30)
44,"Rioli, Willie",23y 17d,12 (10-0-2 83.33%),11 (0.92),←,
1,"Ryan, Liam",21y 262d,5 (2-0-3 40.00%),8 (1.60),←,
31,"Schofield, Will",29y 148d,167 (91-1-75 54.79%),22 (0.13),←,
5,"Sheppard, Brad",27y 29d,144 (82-1-61 57.29%),17 (0.12),←,
13,"Shuey, Luke",28y 19d,166 (103-1-62 62.35%),126 (0.76),←,
45,"Waterman, Jake",20y 46d,13 (10-0-3 76.92%),13 (1.00),←,
6,"Yeo, Elliot",24y 263d,120 (70-1-49 58.75%),50 (0.42),93 (59-1-33 63.98%),49 (0.53)
Totals,Totals,25y 359d,2422 (1413-14-995 58.34%),1417 (0.59),,
C,"Simpson, Adam",42y 125d,106 (67-1-38 63.68%),,←,
