Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",24y 209d,77 (48-0-29 62.34%),55 (0.71),←,
21,"Bradley, Craig",36y 260d,330 (203-2-125 61.82%),224 (0.68),←,
16,"Camporeale, Scott",24y 333d,122 (79-0-43 64.75%),117 (0.96),←,
39,"Christou, Ang",28y 175d,126 (88-1-37 70.24%),18 (0.14),←,
32,"Culpitt, Heath",22y 144d,7 (4-0-3 57.14%),2 (0.29),←,
31,"Fletcher, Simon",21y 327d,27 (21-0-6 77.78%),17 (0.63),←,
45,"Franchina, Anthony",22y 272d,48 (30-0-18 62.50%),20 (0.42),←,
17,"Freeborn, Scott",22y 50d,11 (10-0-1 90.91%),8 (0.73),←,
4,"Hamill, Aaron",22y 324d,86 (47-0-39 54.65%),103 (1.20),←,
9,"Hickmott, Adrian",28y 101d,125 (82-0-43 65.60%),71 (0.57),75 (50-0-25 66.67%),47 (0.63)
37,"Hotton, Trent",26y 221d,35 (19-0-16 54.29%),31 (0.89),18 (15-0-3 83.33%),17 (0.94)
33,"Houlihan, Ryan",18y 170d,6 (6-0-0 100.00%),3 (0.50),←,
43,"Koutoufides, Anthony",27y 173d,166 (102-1-63 61.75%),137 (0.83),←,
12,"Lappin, Matthew",24y 143d,97 (55-1-41 57.22%),84 (0.87),42 (27-0-15 64.29%),58 (1.38)
3,"Massie, Kris",20y 40d,30 (19-0-11 63.33%),11 (0.37),←,
5,"McKay, Andrew",29y 361d,172 (108-1-63 63.08%),26 (0.15),←,
26,"OReilly, Stephen",27y 243d,143 (61-0-82 42.66%),21 (0.15),9 (6-0-3 66.67%),1 (0.11)
11,"Porter, Mark",23y 272d,26 (12-0-14 46.15%),4 (0.15),←,
7,"Ratten, Brett",28y 364d,207 (124-0-83 59.90%),76 (0.37),←,
23,"Rice, Dean",32y 114d,217 (107-1-109 49.54%),85 (0.39),101 (62-0-39 61.39%),42 (0.42)
1,"Silvagni, Stephen",33y 39d,286 (183-1-102 64.16%),183 (0.64),←,
8,"Whitnall, Lance",20y 321d,84 (47-0-37 55.95%),180 (2.14),←,
Totals,Totals,25y 311d,2428 (1455-8-965 59.93%),1476 (0.61),,
C,"Parkin, David",57y 301d,511 (304-2-205 59.69%),,348 (217-2-129 62.64%),
