Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",28y 76d,122 (71-2-49 59.02%),58 (0.48),110 (65-1-44 59.55%),46 (0.42)
8,"Burns, Ronnie",24y 156d,41 (25-1-15 62.20%),78 (1.90),←,
33,"Corrigan, Paul",20y 17d,15 (9-0-6 60.00%),2 (0.13),←,
36,"Graham, Ben",23y 287d,69 (47-0-22 68.12%),6 (0.09),←,
19,"Hall, Derek",26y 260d,51 (33-1-17 65.69%),55 (1.08),49 (31-1-17 64.29%),52 (1.06)
3,"Houlihan, Adam",19y 132d,11 (8-0-3 72.73%),13 (1.18),←,
13,"Kilpatrick, Glenn",24y 352d,57 (33-0-24 57.89%),8 (0.14),31 (19-0-12 61.29%),4 (0.13)
1,"King, Steven",18y 267d,31 (17-0-14 54.84%),10 (0.32),←,
18,"Lynch, Paul",23y 302d,41 (30-0-11 73.17%),27 (0.66),←,
21,"Mansfield, Michael",26y 8d,137 (83-1-53 60.95%),77 (0.56),←,
17,"McGrath, Tim",26y 313d,141 (91-1-49 64.89%),12 (0.09),134 (87-1-46 65.30%),12 (0.09)
28,"McKinnon, Martin",22y 42d,64 (34-1-29 53.91%),34 (0.53),39 (24-1-14 62.82%),27 (0.69)
31,"Mensch, David",25y 2d,73 (52-0-21 71.23%),80 (1.10),←,
39,"Milburn, Darren",20y 123d,6 (2-0-4 33.33%),2 (0.33),←,
23,"Pickering, Liam",28y 341d,103 (64-1-38 62.62%),46 (0.45),81 (55-1-25 68.52%),38 (0.47)
15,"Riccardi, Peter",24y 242d,121 (78-1-42 64.88%),121 (1.00),←,
27,"Sanderson, Brenton",23y 170d,63 (38-1-24 61.11%),17 (0.27),53 (36-1-16 68.87%),12 (0.23)
12,"Sholl, Brad",24y 279d,69 (43-1-25 63.04%),17 (0.25),67 (43-1-23 64.93%),17 (0.25)
37,"Simpson, Sean",27y 122d,103 (62-1-40 60.68%),17 (0.17),96 (61-1-34 64.06%),16 (0.17)
25,"Snell, Jason",20y 20d,9 (6-0-3 66.67%),12 (1.33),←,
20,"Steinfort, Carl",20y 137d,20 (12-0-8 60.00%),10 (0.50),←,
Totals,Totals,23y 295d,1347 (838-12-497 62.21%),702 (0.52),,
C,"Ayres, Gary",36y 322d,68 (44-1-23 65.44%),,←,
