Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
30,"Bayes, Mark",24y 79d,123 (62-0-61 50.41%),105 (0.85),←,
39,"Capper, Warwick",27y 355d,121 (53-0-68 43.80%),380 (3.14),87 (43-0-44 49.43%),309 (3.55)
7,"Carroll, Dennis",30y 207d,193 (91-0-102 47.15%),102 (0.53),←,
29,"Cordy, Neil",32y 55d,215 (85-0-130 39.53%),32 (0.15),76 (34-0-42 44.74%),4 (0.05)
4,"Doolan, Ben",18y 143d,5 (2-0-3 40.00%),1 (0.20),←,
47,"Higgins, Leon",22y 340d,63 (24-0-39 38.10%),51 (0.81),←,
31,"Holmes, Darren",20y 272d,2 (0-0-2 0.00%),1 (0.50),←,
14,"Kelly, Paul",21y 309d,18 (4-0-14 22.22%),10 (0.56),←,
37,"Lawson, Jamie",19y 240d,5 (2-0-3 40.00%),1 (0.20),←,
3,"Lewis, Dale",22y 29d,12 (3-0-9 25.00%),14 (1.17),←,
32,"Love, Jason",25y 181d,54 (23-2-29 44.44%),87 (1.61),9 (3-0-6 33.33%),18 (2.00)
45,"McKenzie, Warren",26y 306d,77 (44-1-32 57.79%),51 (0.66),10 (3-0-7 30.00%),8 (0.80)
10,"Mitchell, Barry",25y 177d,136 (63-0-73 46.32%),182 (1.34),←,
40,"Nettelbeck, Craig",19y 7d,11 (4-0-7 36.36%),1 (0.09),←,
5,"Roberts, Ian",34y 60d,157 (69-0-88 43.95%),33 (0.21),←,
12,"Thripp, Terry",27y 214d,66 (30-0-36 45.45%),40 (0.61),←,
15,"Toohey, Bernard",28y 104d,212 (106-0-106 50.00%),107 (0.50),118 (59-0-59 50.00%),72 (0.61)
48,"Tunbridge, Brad",27y 127d,12 (3-0-9 25.00%),3 (0.25),←,
20,"West, Jim",25y 51d,26 (5-0-21 19.23%),37 (1.42),←,
26,"Wright, Stephen",30y 88d,230 (103-0-127 44.78%),243 (1.06),←,
Totals,Totals,25y 185d,1738 (776-3-959 44.65%),1481 (0.85),,
C,"Kinnear, Col",43y 235d,54 (19-0-35 35.19%),,←,
