Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",21y 60d,29 (17-0-12 58.62%),26 (0.90),←,
18,"Cameron, Leon",26y 221d,158 (85-2-71 54.43%),63 (0.40),←,
26,"Cox, Simon",22y 76d,26 (12-0-14 46.15%),9 (0.35),←,
16,"Croft, Matthew",26y 44d,89 (51-2-36 58.43%),43 (0.48),←,
11,"Curley, Todd",26y 87d,58 (28-1-29 49.14%),32 (0.55),55 (26-1-28 48.18%),31 (0.56)
14,"Darcy, Luke",23y 273d,74 (38-1-35 52.03%),52 (0.70),←,
28,"Dimattina, Paul",24y 140d,48 (28-0-20 58.33%),17 (0.35),←,
32,"Ellis, Craig",23y 311d,59 (31-0-28 52.54%),4 (0.07),←,
4,"Garlick, Simon",24y 1d,71 (41-0-30 57.75%),35 (0.49),27 (17-0-10 62.96%),8 (0.30)
3,"Grant, Chris",26y 119d,192 (101-3-88 53.39%),358 (1.86),←,
9,"Hudson, Paul",28y 265d,180 (107-0-73 59.44%),361 (2.01),46 (27-0-19 58.70%),97 (2.11)
6,"Johnson, Brad",22y 267d,103 (51-2-50 50.49%),81 (0.79),←,
39,"Liberatore, Tony",33y 59d,209 (110-3-96 53.35%),89 (0.43),←,
13,"Mahoney, Josh",21y 162d,22 (7-0-15 31.82%),8 (0.36),3 (1-0-2 33.33%),
23,"Martin, Michael",22y 45d,44 (24-1-19 55.68%),17 (0.39),←,
10,"Montgomery, Brett",25y 314d,40 (26-0-14 65.00%),41 (1.02),←,
36,"Romero, Jose",27y 253d,174 (92-1-81 53.16%),146 (0.84),85 (43-1-41 51.18%),48 (0.56)
5,"Smith, Rohan",25y 315d,126 (67-2-57 53.97%),97 (0.77),←,
8,"Southern, Daniel",24y 100d,82 (43-1-38 53.05%),22 (0.27),←,
7,"West, Scott",24y 148d,129 (67-1-61 52.33%),47 (0.36),←,
1,"Winmar, Nicky",33y 198d,233 (107-1-125 46.14%),289 (1.24),3 (1-0-2 33.33%),6 (2.00)
15,"Wynd, Scott",29y 76d,195 (99-3-93 51.54%),28 (0.14),←,
Totals,Totals,25y 227d,2341 (1232-24-1085 52.63%),1865 (0.80),,
C,"Wallace, Terry",40y 119d,61 (35-0-26 57.38%),,←,
