Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",24y 255d,60 (37-2-21 63.33%),62 (1.03),←,
16,"Barnard, Paul",23y 158d,18 (8-0-10 44.44%),6 (0.33),7 (5-0-2 71.43%),2 (0.29)
51,"Berbakov, Peter",22y 333d,15 (9-1-5 63.33%),,←,
8,"Bewick, Darren",28y 334d,158 (98-1-59 62.34%),259 (1.64),←,
34,"Blumfield, Justin",18y 239d,2 (2-0-0 100.00%),,←,
14,"Calthorpe, David",22y 338d,58 (33-2-23 58.62%),41 (0.71),←,
9,"Cockatoo-Collins, Che",21y 137d,45 (27-3-15 63.33%),61 (1.36),←,
36,"Cummings, Scott",22y 184d,37 (24-2-11 67.57%),80 (2.16),←,
7,"Daniher, Chris",30y 111d,103 (59-4-40 59.22%),34 (0.33),←,
22,"Doolan, Ben",23y 192d,64 (31-3-30 50.78%),10 (0.16),39 (24-2-13 64.10%),6 (0.15)
39,"Hardwick, Damien",23y 337d,41 (25-1-15 62.20%),9 (0.22),←,
1,"Harvey, Mark",31y 39d,191 (126-3-62 66.75%),167 (0.87),←,
5,"Hird, James",23y 167d,79 (47-4-28 62.03%),133 (1.68),←,
25,"Lucas, Scott",18y 203d,7 (5-0-2 71.43%),5 (0.71),←,
2,"Mercuri, Mark",22y 150d,73 (46-3-24 65.07%),102 (1.40),←,
24,"Misiti, Joe",21y 254d,79 (48-4-27 63.29%),34 (0.43),←,
10,"ODonnell, Gary",31y 69d,197 (121-4-72 62.44%),73 (0.37),←,
15,"Prior, Michael",22y 318d,24 (14-1-9 60.42%),5 (0.21),←,
19,"Somerville, Peter",28y 12d,114 (70-3-41 62.72%),85 (0.75),←,
12,"Symons, Michael",24y 308d,75 (46-3-26 63.33%),74 (0.99),←,
4,"Wanganeen, Gavin",23y 32d,118 (68-3-47 58.90%),59 (0.50),←,
Totals,Totals,24y 112d,1558 (944-47-567 60.59%),1299 (0.83),,
C,"Sheedy, Kevin",48y 209d,369 (237-5-127 64.91%),,←,
