Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 341d,45 (21-1-23 47.78%),2 (0.04),←,
31,"Brander, Jarrod",23y 106d,26 (11-0-15 42.31%),8 (0.31),4 (1-0-3 25.00%),3 (0.75)
5,"Bruhn, Tanner",20y 1d,21 (8-0-13 38.10%),7 (0.33),←,
3,"Coniglio, Stephen",28y 164d,167 (75-1-91 45.21%),92 (0.55),←,
13,"Cumming, Isaac",23y 290d,44 (20-1-23 46.59%),1 (0.02),←,
24,"de Boer, Matt",32y 79d,222 (124-5-93 56.98%),82 (0.37),84 (46-4-34 57.14%),34 (0.40)
30,"Flynn, Matt",24y 257d,20 (5-1-14 27.50%),9 (0.45),←,
4,"Greene, Toby",28y 245d,182 (83-2-97 46.15%),243 (1.34),←,
12,"Green, Tom",21y 125d,35 (15-1-19 44.29%),16 (0.46),←,
37,"Hill, Bobby",22y 108d,41 (17-1-23 42.68%),34 (0.83),←,
27,"Himmelberg, Harry",26y 20d,116 (65-2-49 56.90%),145 (1.25),←,
23,"Hogan, Jesse",27y 105d,107 (49-0-58 45.79%),203 (1.90),17 (8-0-9 47.06%),33 (1.94)
39,"Idun, Connor",21y 303d,37 (16-1-20 44.59%),,←,
25,"Keeffe, Lachlan",32y 44d,88 (46-0-42 52.27%),16 (0.18),48 (21-0-27 43.75%),9 (0.19)
22,"Kelly, Josh",27y 105d,166 (88-3-75 53.92%),104 (0.63),←,
33,"OHalloran, Xavier",21y 321d,26 (12-1-13 48.08%),6 (0.23),←,
20,"Peatling, James",21y 280d,8 (4-0-4 50.00%),6 (0.75),←,
36,"Perryman, Harry",23y 160d,81 (39-1-41 48.77%),21 (0.26),←,
26,"Riccardi, Jake",22y 202d,21 (9-0-12 42.86%),15 (0.71),←,
28,"Sproule, Zach",24y 16d,13 (7-0-6 53.85%),13 (1.00),←,
15,"Taylor, Sam",23y 23d,64 (36-0-28 56.25%),1 (0.02),←,
8,"Ward, Callan",32y 48d,259 (115-4-140 45.17%),129 (0.50),199 (83-4-112 42.71%),96 (0.48)
10,"Wehr, Jacob",23y 327d,2 (1-0-1 50.00%),1 (0.50),←,
Totals,Totals,24y 334d,1791 (866-25-900 48.35%),1154 (0.64),,
C,"McVeigh, Mark",41y 122d,2 (1-0-1 50.00%),,←,
