West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Ball, Jason",7,1,2,9,2,1.0,9.0,3.0,,2.0,3.0,1.0,,1.0,,,,,,,,,
6,"Banfield, Drew",9,3,8,17,3,,,3.0,1.0,4.0,3.0,4.0,1.0,4.0,,,,,,,,,
10,"Braun, Michael",19,6,4,23,,,,5.0,,9.0,5.0,2.0,1.0,,,,,,,,,,
9,"Cousins, Ben",13,4,12,25,1,,,2.0,2.0,4.0,,2.0,,1.0,,,,,,,,,
23,"Fewster, Brendon",10,6,15,25,1,,16.0,4.0,,5.0,5.0,3.0,3.0,4.0,2.0,,,,,,,,
7,"Gehrig, Fraser",16,9,3,19,2,2.0,,,,4.0,,1.0,,,,,,,,,,,
1,"Heady, Brett",13,5,7,20,1,1.0,1.0,4.0,,3.0,,2.0,1.0,3.0,,,,,,,,,
27,"Jakovich, Glen",10,5,8,18,,,3.0,1.0,6.0,,1.0,1.0,,2.0,,,,,,,,,
5,"Lovell, Andy",6,2,4,10,,,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,
43,"Marshall, Neil",4,,7,11,,,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,
33,"Matera, Phillip",8,3,3,11,1,,,2.0,,3.0,,3.0,,1.0,,,,,,,,,
11,"McIntosh, Ashley",7,3,7,14,,,1.0,3.0,4.0,,,1.0,1.0,1.0,,,,,,,,,
17,"McKenna, Guy",13,8,10,23,,,,5.0,2.0,,1.0,2.0,2.0,2.0,,,,,,,,,
42,"Morrison, Chad",12,4,3,15,,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,
36,"Read, Phillip",6,6,9,15,2,,,,1.0,3.0,,,,1.0,,,,,,,,,
21,"Schofield, Jarrad",16,3,10,26,,1.0,,1.0,3.0,6.0,4.0,7.0,,,3.0,,,,,,,,
22,"Stone, Nicholas",,,,,,,,1.0,,,,,,,,,,,,,,,
16,"Symmons, Paul",5,3,7,12,,,,6.0,3.0,1.0,,,,1.0,,,,,,,,,
39,"Waterman, Chris",14,3,5,19,,,,1.0,5.0,1.0,,1.0,1.0,,,,,,,,,,
12,"White, Mitchell",8,6,4,12,,,,1.0,1.0,4.0,,1.0,1.0,,,,,,,,,,
37,"Williams, Andrew",2,1,2,4,,,,1.0,,,,,,,,,,,,,,,
24,"Worsfold, John",8,3,4,12,,,,4.0,5.0,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,84,134,340,13,8.0,30.0,54.0,36.0,53.0,27.0,35.0,17.0,23.0,5.0,,,,,,,,
Opposition,Opposition,202,79,114,316,9,11.0,41.0,30.0,35.0,51.0,51.0,34.0,23.0,17.0,1.0,,,,,,,,
