Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
42,"Boyd, Matthew",23y 316d,58 (24-0-34 41.38%),17 (0.29),←,
17,"Cooney, Adam",20y 282d,55 (24-0-31 43.64%),49 (0.89),←,
4,"Cross, Daniel",23y 101d,60 (25-1-34 42.50%),10 (0.17),←,
10,"Eagleton, Nathan",27y 241d,186 (83-3-100 45.43%),166 (0.89),130 (57-1-72 44.23%),121 (0.93)
13,"Giansiracusa, Daniel",24y 120d,98 (36-2-60 37.76%),88 (0.90),←,
9,"Gilbee, Lindsay",25y 1d,87 (37-1-49 43.10%),46 (0.53),←,
3,"Grant, Chris",33y 208d,326 (167-5-154 51.99%),542 (1.66),←,
16,"Griffen, Ryan",19y 347d,31 (17-0-14 54.84%),13 (0.42),←,
25,"Hargrave, Ryan",24y 348d,84 (33-2-49 40.48%),23 (0.27),←,
6,"Johnson, Brad",29y 356d,268 (123-5-140 46.83%),369 (1.38),←,
36,"Lake, Brian",24y 132d,67 (25-0-42 37.31%),8 (0.12),←,
29,"McGuinness, Kieran",23y 1d,25 (5-2-18 24.00%),7 (0.28),←,
23,"McMahon, Jordan",23y 43d,86 (32-2-52 38.37%),33 (0.38),←,
43,"Montgomery, Brett",33y 38d,198 (125-3-70 63.89%),111 (0.56),72 (47-1-24 65.97%),60 (0.83)
38,"Morris, Dale",23y 192d,31 (19-0-12 61.29%),1 (0.03),←,
15,"Power, Sam",23y 7d,60 (21-1-38 35.83%),11 (0.18),←,
1,"Ray, Farren",20y 108d,32 (14-0-18 43.75%),13 (0.41),←,
30,"Robbins, Matthew",29y 62d,127 (54-2-71 43.31%),102 (0.80),120 (50-2-68 42.50%),102 (0.85)
34,"Skipper, Wayde",23y 130d,38 (17-1-20 46.05%),15 (0.39),←,
5,"Smith, Rohan",33y 39d,290 (139-5-146 48.79%),244 (0.84),←,
11,"Street, Peter",26y 33d,55 (22-1-32 40.91%),13 (0.24),38 (15-0-23 39.47%),10 (0.26)
7,"West, Scott",31y 237d,290 (135-4-151 47.24%),101 (0.35),←,
Totals,Totals,25y 285d,2552 (1177-40-1335 46.12%),1982 (0.78),,
C,"Eade, Rodney",48y 96d,188 (101-2-85 54.26%),,36 (20-0-16 55.56%),
