Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
23,"Bolton, Mark",27y 60d,105 (52-1-52 50.00%),42 (0.40),←,
16,"Bradley, Kepler",20y 201d,34 (9-0-25 26.47%),9 (0.26),←,
2,"Dyson, Ricky",20y 247d,27 (11-0-16 40.74%),21 (0.78),←,
31,"Fletcher, Dustin",31y 26d,250 (161-3-86 65.00%),60 (0.24),←,
26,"Heffernan, Chris",27y 124d,154 (86-1-67 56.17%),53 (0.34),107 (68-1-38 64.02%),43 (0.40)
19,"Hille, David",25y,94 (48-0-46 51.06%),74 (0.79),←,
21,"Johns, Courtney",21y 200d,6 (1-0-5 16.67%),3 (0.50),←,
1,"Johnson, Mark",28y 10d,162 (100-1-61 62.04%),79 (0.49),←,
27,"Laycock, Jason",21y 210d,22 (7-0-15 31.82%),12 (0.55),←,
42,"Lovett-Murray, Nathan",23y 196d,47 (18-0-29 38.30%),28 (0.60),←,
25,"Lucas, Scott",28y 154d,213 (124-1-88 58.45%),326 (1.53),←,
33,"McPhee, Adam",23y 239d,94 (37-0-57 39.36%),46 (0.49),69 (31-0-38 44.93%),37 (0.54)
10,"McVeigh, Mark",25y 127d,129 (69-1-59 53.88%),48 (0.37),←,
6,"Monfries, Angus",19y 134d,22 (5-0-17 22.73%),21 (0.95),←,
38,"Nash, Jay",20y 163d,3 (2-0-1 66.67%),2 (0.67),←,
11,"Peverill, Damien",26y 325d,104 (53-1-50 51.44%),21 (0.20),←,
20,"Slattery, Henry",20y 131d,10 (3-0-7 30.00%),2 (0.20),←,
7,"Solomon, Dean",26y 144d,148 (91-0-57 61.49%),54 (0.36),←,
24,"Stanton, Brent",20y 32d,44 (14-0-30 31.82%),24 (0.55),←,
4,"Watson, Jobe",21y 114d,23 (8-0-15 34.78%),12 (0.52),←,
12,"Welsh, Andrew",23y 111d,90 (40-1-49 45.00%),8 (0.09),←,
8,"Winderlich, Jason",21y 235d,29 (9-0-20 31.03%),10 (0.34),←,
Totals,Totals,23y 294d,1810 (948-10-852 52.38%),955 (0.53),,
C,"Sheedy, Kevin",58y 160d,601 (374-6-221 62.73%),,←,
