St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
2,"Brown, Tony",19y 313d,34 (14-0-20 41.18%),18 (0.53),←,
3,"Burke, Nathan",27y 59d,204 (86-2-116 42.65%),74 (0.36),←,
30,"Coghlan, Glen",22y 251d,22 (8-0-14 36.36%),7 (0.32),←,
42,"Cook, Brett",23y 352d,27 (1-0-26 3.70%),7 (0.26),2 (0-0-2 0.00%),
18,"Cripps, Jason",20y 174d,13 (6-0-7 46.15%),4 (0.31),←,
34,"Daniels, Jayson",26y 46d,155 (47-1-107 30.65%),28 (0.18),97 (34-1-62 35.57%),24 (0.25)
10,"Everitt, Peter",22y 338d,70 (29-1-40 42.14%),105 (1.50),←,
21,"Gray, Troy",24y 39d,53 (13-1-39 25.47%),26 (0.49),2 (0-0-2 0.00%),2 (1.00)
25,"Hall, Barry",20y 57d,6 (2-0-4 33.33%),3 (0.50),←,
35,"Harvey, Robert",25y 228d,156 (74-2-80 48.08%),91 (0.58),←,
6,"Healy, Daniel",22y 338d,2 (0-0-2 0.00%),1 (0.50),←,
8,"Hudghton, Max",20y 216d,2 (0-0-2 0.00%),,←,
5,"Jones, Austinn",20y 190d,43 (16-0-27 37.21%),37 (0.86),←,
22,"Lappin, Matthew",21y 48d,20 (5-1-14 27.50%),1 (0.05),←,
23,"Loewe, Stewart",28y 318d,215 (91-1-123 42.56%),425 (1.98),←,
26,"McLaren, Joe",19y 116d,13 (7-0-6 53.85%),2 (0.15),←,
16,"Neill, Robert",23y 91d,43 (12-0-31 27.91%),16 (0.37),22 (9-0-13 40.91%),7 (0.32)
1,"Peckett, Justin",24y 183d,73 (27-1-45 37.67%),2 (0.03),←,
31,"Shanahan, Jamie",29y 121d,102 (47-1-54 46.57%),,←,
19,"Sziller, Steven",24y 112d,35 (14-0-21 40.00%),9 (0.26),←,
20,"Young, Matthew",24y 201d,42 (19-0-23 45.24%),12 (0.29),21 (10-0-11 47.62%),6 (0.29)
Totals,Totals,23y 163d,1330 (518-11-801 38.95%),868 (0.65),,
C,"Alves, Stan",50y 319d,68 (25-1-42 37.50%),,←,
