Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Akermanis, Jason",6,,2,8,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Ashcroft, Marcus",6,2,5,11,,1.0,,2.0,,,,,,1.0,,,,,,,,,
25,"Bews, Andrew",8,3,1,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Champion, Richard",8,1,7,15,,,,1.0,,,,,2.0,2.0,,,,,,,,,
5,"Chapman, Nathan",16,2,7,23,,,,,,,,,2.0,1.0,,,,,,,,,
16,"Clarke, Matthew",3,3,8,11,,,15.0,,,,,,,2.0,,,,,,,,,
6,"Fletcher, Adrian",17,6,13,30,2,,,1.0,,,,,3.0,,3.0,,,,,,,,
42,"Green, Brent",2,1,1,3,,,1.0,1.0,,,,,1.0,,,,,,,,,,
32,"Hart, Shaun",12,2,5,17,1,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
18,"Lambert, Craig",10,3,16,26,,,,3.0,,,,,1.0,,,,,,,,,,
44,"Lappin, Nigel",11,5,3,14,4,1.0,,,,,,,,,,,,,,,,,
23,"Leppitsch, Justin",7,3,2,9,,1.0,,2.0,,,,,,1.0,,,,,,,,,
2,"McAdam, Gilbert",22,9,13,35,,2.0,,,,,,,1.0,1.0,2.0,,,,,,,,
7,"McIvor, Scott",12,3,3,15,,,,3.0,,,,,4.0,1.0,,,,,,,,,
19,"McLean, Michael",9,2,8,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
4,"McRae, Craig",11,2,3,14,1,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
24,"Merrett, Roger",9,6,2,11,2,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
22,"Scott, Chris",8,2,7,15,,,,1.0,,,,,1.0,1.0,,,,,,,,,
38,"Scott, Dion",5,5,5,10,2,,,2.0,,,,,,1.0,,,,,,,,,
3,"Voss, Michael",19,5,5,24,5,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",14,11,4,18,7,1.0,,2.0,,,,,,2.0,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,215,76,120,335,24,16.0,17.0,31.0,,,,,23.0,21.0,6.0,,,,,,,,
Opposition,Opposition,163,45,58,221,13,5.0,11.0,16.0,,,,,21.0,23.0,,,,,,,,,
