Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
39,"Bailey, Max",24y 288d,16 (13-0-3 81.25%),,←,
14,"Birchall, Grant",23y 191d,123 (72-1-50 58.94%),14 (0.11),←,
47,"Breust, Luke",20y 269d,12 (10-0-2 83.33%),19 (1.58),←,
9,"Burgoyne, Shaun",28y 290d,191 (122-1-68 64.14%),192 (1.01),34 (25-1-8 75.00%),21 (0.62)
13,"Cheney, Kyle",21y 347d,21 (8-0-13 38.10%),1 (0.05),7 (6-0-1 85.71%),1 (0.14)
23,"Franklin, Lance",24y 189d,136 (73-1-62 54.04%),423 (3.11),←,
6,"Gibson, Josh",27y 147d,95 (48-2-45 51.58%),2 (0.02),30 (19-1-10 65.00%),
18,"Guerra, Brent",29y 70d,210 (139-1-70 66.43%),100 (0.48),114 (70-1-43 61.84%),17 (0.15)
20,"Hale, David",27y 77d,142 (66-2-74 47.18%),134 (0.94),13 (10-0-3 76.92%),15 (1.15)
15,"Hodge, Luke",27y 53d,189 (95-1-93 50.53%),129 (0.68),←,
4,"Ladson, Rick",27y 170d,124 (61-0-63 49.19%),45 (0.36),←,
3,"Lewis, Jordan",25y 105d,141 (75-1-65 53.55%),58 (0.41),←,
5,"Mitchell, Sam",28y 299d,191 (100-1-90 52.62%),43 (0.23),←,
29,"Murphy, Tom",25y 141d,82 (44-1-37 54.27%),3 (0.04),←,
7,"Osborne, Michael",29y 9d,151 (76-1-74 50.66%),100 (0.66),←,
28,"Puopolo, Paul",23y 248d,13 (11-0-2 84.62%),3 (0.23),←,
33,"Rioli, Cyril",22y 24d,77 (49-1-27 64.29%),91 (1.18),←,
12,"Sewell, Brad",27y 186d,139 (74-1-64 53.60%),21 (0.15),←,
26,"Shiels, Liam",20y 100d,35 (20-0-15 57.14%),10 (0.29),←,
16,"Smith, Isaac",22y 220d,9 (8-0-1 88.89%),12 (1.33),←,
31,"Suckling, Matt",23y 13d,22 (14-0-8 63.64%),6 (0.27),←,
37,"Whitecross, Brendan",21y 194d,43 (25-1-17 59.30%),19 (0.44),←,
Totals,Totals,25y 32d,2162 (1203-16-943 55.64%),1425 (0.66),,
C,"Clarkson, Alastair",43y 102d,156 (83-1-72 53.53%),,←,
