Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Bizzell, Clint",7,4,5,12,,,,1.0,4.0,1.0,,1.0,,,,4.0,8.0,1.0,,1.0,3.0,,
25,"Brown, Nathan",11,4,11,22,,1.0,,2.0,1.0,2.0,2.0,5.0,2.0,1.0,,6.0,14.0,,,,1.0,,
32,"Bruce, Cameron",5,4,7,12,,,,1.0,,2.0,1.0,2.0,,1.0,,5.0,8.0,1.0,,4.0,,,
4,"Ellis, Craig",9,6,3,12,,,,2.0,1.0,3.0,,2.0,1.0,1.0,,6.0,5.0,3.0,,1.0,2.0,,
30,"Godfrey, Simon",7,5,5,12,,,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,7.0,6.0,1.0,,,,,
18,"Green, Brad",7,4,4,11,,1.0,1.0,3.0,,4.0,,3.0,,2.0,,3.0,7.0,1.0,1.0,1.0,,,
16,"Johnstone, Travis",7,,6,13,1,,,,,4.0,5.0,2.0,,,,3.0,11.0,,,,1.0,,
11,"Jolly, Darren",2,1,1,3,,,4.0,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,,5.0,,,
29,"Lamb, Chris",3,1,1,4,,,,,1.0,,,1.0,,2.0,,,3.0,,,1.0,,,
36,"Leoncelli, Andrew",9,6,6,15,2,,,4.0,2.0,1.0,2.0,2.0,,,,5.0,10.0,,1.0,,,,
23,"McDonald, James",3,1,4,7,,,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,5.0,3.0,,,3.0,2.0,,
9,"Neitz, David",10,6,3,13,2,4.0,4.0,,,,1.0,1.0,1.0,1.0,,6.0,6.0,2.0,6.0,1.0,,,
7,"Powell, Stephen",18,2,11,29,2,,,1.0,1.0,6.0,8.0,5.0,2.0,,,12.0,17.0,,1.0,,,,
24,"Robertson, Russell",17,6,5,22,,1.0,2.0,3.0,,6.0,1.0,3.0,1.0,,,12.0,10.0,2.0,1.0,2.0,,,
19,"Vardy, Peter",2,,1,3,,1.0,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,,
42,"Walsh, Peter",7,4,8,15,1,,,4.0,1.0,,1.0,2.0,1.0,1.0,,5.0,11.0,,,3.0,2.0,,
10,"Ward, Daniel",7,1,5,12,,,1.0,4.0,,3.0,1.0,1.0,,,,4.0,8.0,,,3.0,,,
31,"Wheatley, Paul",4,1,2,6,1,1.0,,2.0,1.0,1.0,,,,,,2.0,4.0,,1.0,,,,
45,"Whelan, Matthew",4,1,9,13,,,,2.0,3.0,,2.0,3.0,2.0,2.0,,10.0,3.0,,,6.0,,,
34,"White, Jeff",6,2,10,16,,,21.0,3.0,3.0,2.0,4.0,3.0,1.0,,,10.0,6.0,,,6.0,,,
22,"Woewodin, Shane",17,4,8,25,,,,,7.0,5.0,4.0,1.0,,,,7.0,12.0,1.0,,,1.0,,
13,"Yze, Adem",12,2,1,13,,,,,,6.0,2.0,3.0,1.0,1.0,,6.0,6.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,174,65,116,290,9,13.0,34.0,37.0,29.0,51.0,37.0,43.0,15.0,15.0,,121.0,161.0,12.0,11.0,37.0,12.0,,
Opposition,Opposition,206,88,115,321,14,9.0,25.0,35.0,37.0,46.0,33.0,42.0,15.0,15.0,6.0,118.0,193.0,12.0,19.0,48.0,11.0,,
