Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Bird, Craig",12,6,8,20,,,,4.0,2.0,4.0,2.0,,1.0,,,7.0,15.0,,,3.0,,1.0,85.0
7,"Cunningham, Harry",6,6,7,13,1,2.0,,2.0,,1.0,,,,,,2.0,11.0,,3.0,2.0,,2.0,86.0
19,"Derickx, Tom",7,3,6,13,1,,26.0,2.0,,2.0,2.0,5.0,,2.0,,5.0,9.0,,1.0,,,,99.0
37,"Goodes, Adam",11,4,4,15,3,,,,,5.0,,2.0,3.0,2.0,,8.0,8.0,1.0,1.0,2.0,,,70.0
39,"Grundy, Heath",9,6,7,16,,,,2.0,3.0,,1.0,,1.0,,,2.0,13.0,,,4.0,,,96.0
4,"Hannebery, Dan",16,6,15,31,,2.0,,6.0,2.0,7.0,6.0,4.0,1.0,1.0,3.0,13.0,19.0,2.0,2.0,,,2.0,85.0
33 ↑,"Jack, Brandon",5,1,3,8,2,,,1.0,1.0,1.0,1.0,,1.0,,,3.0,5.0,,,,,,48.0
15,"Jack, Kieren",17,6,9,26,2,2.0,,1.0,1.0,3.0,1.0,3.0,1.0,,,15.0,13.0,2.0,3.0,3.0,,1.0,89.0
32,"Jetta, Lewis",17,5,5,22,1,3.0,,4.0,1.0,6.0,2.0,3.0,1.0,,,8.0,15.0,,,3.0,1.0,1.0,86.0
12,"Kennedy, Josh",14,5,20,34,2,2.0,,2.0,1.0,5.0,2.0,4.0,,1.0,1.0,12.0,22.0,,2.0,2.0,,,82.0
11,"Laidler, Jeremy",4,6,9,13,,,,,,3.0,,2.0,,2.0,,4.0,9.0,,,3.0,,2.0,79.0
44,"Lloyd, Jake",15,8,14,29,1,,,3.0,1.0,4.0,,3.0,,2.0,,5.0,24.0,,1.0,,,,81.0
9,"Malceski, Nick",15,2,6,21,,,,3.0,4.0,5.0,2.0,2.0,2.0,1.0,,6.0,15.0,,,5.0,,2.0,82.0
21,"McGlynn, Ben",8,2,16,24,,,,7.0,2.0,4.0,8.0,5.0,1.0,1.0,,13.0,10.0,,,2.0,,,90.0
3,"McVeigh, Jarrad",16,7,19,35,1,1.0,,2.0,,4.0,5.0,1.0,,,2.0,10.0,25.0,,1.0,2.0,,,90.0
26,"Parker, Luke",8,6,17,25,2,,,3.0,1.0,2.0,2.0,1.0,,1.0,,7.0,18.0,2.0,2.0,3.0,,,81.0
38 ↓,"Pyke, Mike",2,3,5,7,,1.0,10.0,1.0,,,2.0,,,,,6.0,2.0,3.0,1.0,1.0,,,36.0
24,"Rampe, Dane",18,10,3,21,,,,6.0,5.0,1.0,,1.0,1.0,,,1.0,19.0,,,5.0,,1.0,86.0
20,"Reid, Sam",4,2,,4,1,,,3.0,1.0,,,2.0,1.0,,,1.0,3.0,,,2.0,,,79.0
25,"Richards, Ted",5,6,6,11,,,,1.0,1.0,1.0,,,1.0,,,2.0,8.0,,,9.0,,,100.0
2,"Shaw, Rhyce",17,8,10,27,1,,,3.0,1.0,4.0,,2.0,1.0,1.0,,7.0,20.0,,1.0,1.0,3.0,,85.0
40,"Smith, Nick",9,4,4,13,,,,3.0,3.0,,2.0,,1.0,,,4.0,9.0,,,4.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,112,193,428,18,15.0,36.0,59.0,30.0,62.0,38.0,40.0,17.0,14.0,6.0,141.0,292.0,10.0,18.0,56.0,4.0,12.0,
Opposition,Opposition,179,95,141,320,6,8.0,38.0,49.0,38.0,38.0,26.0,42.0,14.0,17.0,,106.0,216.0,5.0,3.0,45.0,1.0,4.0,
