Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",27y 301d,111 (69-2-40 63.06%),135 (1.22),←,
16,"Barnard, Paul",26y 204d,69 (41-0-28 59.42%),17 (0.25),58 (38-0-20 65.52%),13 (0.22)
8,"Bewick, Darren",32y 15d,218 (135-1-82 62.16%),318 (1.46),←,
32,"Blumfield, Justin",21y 285d,69 (42-0-27 60.87%),40 (0.58),←,
33,"Caracella, Blake",22y 174d,56 (34-0-22 60.71%),69 (1.23),←,
31,"Fletcher, Dustin",24y 121d,127 (82-3-42 65.75%),38 (0.30),←,
30,"Fraser, Mark",28y 213d,105 (63-2-40 60.95%),48 (0.46),60 (37-2-21 63.33%),25 (0.42)
11,"Hardwick, Damien",27y 18d,107 (63-1-43 59.35%),12 (0.11),←,
26,"Heffernan, Chris",20y 219d,36 (24-0-12 66.67%),15 (0.42),←,
28,"Johnson, Mark",21y 105d,14 (13-0-1 92.86%),1 (0.07),←,
18,"Lloyd, Matthew",21y 142d,80 (46-1-33 58.13%),240 (3.00),←,
13,"Long, Michael",29y 339d,159 (105-2-52 66.67%),123 (0.77),←,
2,"Mercuri, Mark",25y 196d,130 (82-3-45 64.23%),183 (1.41),←,
24,"Misiti, Joe",24y 300d,139 (82-4-53 60.43%),55 (0.40),←,
29,"Moorcroft, Gary",23y 142d,45 (29-0-16 64.44%),49 (1.09),←,
15,"Prior, Michael",25y 364d,69 (38-1-30 55.80%),19 (0.28),←,
43,"Rioli, Dean",21y 108d,16 (14-0-2 87.50%),27 (1.69),←,
7,"Solomon, Dean",19y 239d,25 (15-0-10 60.00%),6 (0.24),←,
19,"Somerville, Peter",31y 59d,159 (100-3-56 63.84%),89 (0.56),←,
21,"Wallis, Dean",30y 9d,109 (67-1-41 61.93%),39 (0.36),←,
6,"Wellman, Sean",24y 350d,109 (56-2-51 52.29%),14 (0.13),75 (43-1-31 58.00%),5 (0.07)
35,"Young, Barry",29y 71d,128 (65-2-61 51.56%),67 (0.52),75 (46-2-27 62.67%),44 (0.59)
Totals,Totals,25y 164d,2080 (1265-28-787 60.82%),1604 (0.77),,
C,"Sheedy, Kevin",51y 255d,446 (282-5-159 63.79%),,←,
