Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Chaplin, Troy",13,8,10,23,,,,1.0,3.0,,1.0,2.0,2.0,,,7.0,15.0,1.0,,5.0,,,98.0
30,"Conca, Reece",17,7,11,28,3,,,,1.0,7.0,3.0,5.0,1.0,4.0,,12.0,15.0,,1.0,1.0,3.0,4.0,81.0
9 ↓,"Cotchin, Trent",10,2,5,15,,,,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,6.0,10.0,,,2.0,2.0,1.0,55.0
3,"Deledio, Brett",15,8,8,23,,1.0,,4.0,5.0,4.0,1.0,6.0,,,,2.0,21.0,1.0,1.0,3.0,1.0,,88.0
27,"Edwards, Aaron",15,8,5,20,5,2.0,,1.0,1.0,,,3.0,2.0,1.0,1.0,5.0,13.0,1.0,6.0,4.0,,2.0,90.0
10,"Edwards, Shane",4,3,10,14,1,,,3.0,,,1.0,2.0,,2.0,,5.0,8.0,1.0,1.0,1.0,,,80.0
5,"Ellis, Brandon",13,7,7,20,3,,,,1.0,4.0,1.0,1.0,,,,2.0,18.0,1.0,2.0,,7.0,,86.0
41 ↑,"Foley, Nathan",6,2,4,10,,,,2.0,2.0,1.0,2.0,1.0,,,,3.0,6.0,,,,,1.0,30.0
6,"Grigg, Shaun",14,6,12,26,2,1.0,,4.0,,2.0,2.0,3.0,1.0,1.0,2.0,8.0,16.0,,3.0,1.0,,,85.0
2,"Grimes, Dylan",7,5,2,9,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,2.0,7.0,,,3.0,,,76.0
14,"Houli, Bachar",17,8,11,28,2,,,,3.0,2.0,2.0,1.0,1.0,,,6.0,22.0,,,1.0,5.0,2.0,78.0
23,"Jackson, Daniel",15,3,10,25,,1.0,,4.0,,7.0,2.0,1.0,,,,10.0,15.0,,,,,,86.0
28,"King, Jake",8,5,9,17,1,1.0,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,6.0,11.0,,2.0,1.0,1.0,3.0,88.0
20,"Maric, Ivan",13,6,4,17,2,1.0,22.0,1.0,,5.0,4.0,2.0,2.0,1.0,,9.0,8.0,2.0,3.0,5.0,,,88.0
4,"Martin, Dustin",23,8,10,33,,,1.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,6.0,29.0,1.0,,2.0,,1.0,75.0
38,"Morris, Steven",8,4,5,13,1,,,,2.0,3.0,,,,,,1.0,12.0,,,1.0,2.0,,83.0
13,"Petterd, Ricky",10,4,5,15,2,1.0,,2.0,,2.0,3.0,1.0,,1.0,,8.0,8.0,1.0,2.0,2.0,,,78.0
18,"Rance, Alex",10,7,11,21,,,,,5.0,,,1.0,,1.0,,9.0,11.0,2.0,,2.0,1.0,,99.0
8,"Riewoldt, Jack",6,5,5,11,1,,,,1.0,,,3.0,,2.0,,5.0,6.0,,4.0,1.0,,2.0,93.0
29,"Vickery, Ty",10,5,8,18,2,3.0,8.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,10.0,9.0,1.0,3.0,1.0,,2.0,96.0
31,"Vlastuin, Nick",8,9,8,16,,1.0,,1.0,2.0,,,3.0,,2.0,,4.0,12.0,1.0,1.0,6.0,,,82.0
35,"White, Matt",10,5,12,22,,,,5.0,,6.0,4.0,2.0,,1.0,,10.0,12.0,1.0,,3.0,4.0,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,252,125,172,424,25,13.0,31.0,42.0,31.0,55.0,35.0,46.0,15.0,21.0,6.0,136.0,284.0,14.0,29.0,45.0,26.0,18.0,
Opposition,Opposition,173,77,145,318,6,6.0,39.0,47.0,29.0,39.0,33.0,54.0,21.0,15.0,,114.0,204.0,8.0,1.0,29.0,6.0,4.0,
