Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
47,"Beams, Ben",22y 16d,18 (8-0-10 44.44%),13 (0.72),←,
28,"Collins, Matthew",23y 213d,34 (20-0-14 58.82%),6 (0.18),20 (14-0-6 70.00%),4 (0.20)
33,"Farmer, Jeff",23y 70d,104 (45-0-59 43.27%),226 (2.17),←,
21,"Febey, Steven",31y 14d,238 (121-0-117 50.84%),33 (0.14),←,
18,"Green, Brad",19y 173d,20 (14-0-6 70.00%),28 (1.40),←,
4,"Grgic, Brent",20y 330d,63 (29-0-34 46.03%),29 (0.46),←,
27,"Ingerson, Anthony",30y 325d,148 (63-0-85 42.57%),40 (0.27),111 (47-0-64 42.34%),15 (0.14)
16,"Johnstone, Travis",20y 47d,42 (20-0-22 47.62%),35 (0.83),←,
36,"Leoncelli, Andrew",26y 47d,88 (40-0-48 45.45%),33 (0.38),←,
35,"McDonald, Anthony",28y 81d,79 (37-0-42 46.84%),34 (0.43),←,
9,"Neitz, David",25y 224d,158 (72-0-86 45.57%),241 (1.53),←,
44,"Nicholson, Alistair",22y 182d,30 (17-0-13 56.67%),,←,
7,"Powell, Stephen",23y 361d,55 (35-1-19 64.55%),53 (0.96),25 (16-0-9 64.00%),32 (1.28)
43,"Rigoni, Guy",26y 37d,70 (38-0-32 54.29%),23 (0.33),←,
24,"Robertson, Russell",21y 283d,57 (31-0-26 54.39%),75 (1.32),←,
5,"Schwarz, David",28y 40d,139 (63-1-75 45.68%),211 (1.52),←,
46,"Simmonds, Troy",22y 51d,27 (14-0-13 51.85%),5 (0.19),←,
42,"Walsh, Peter",24y 40d,42 (21-0-21 50.00%),8 (0.19),←,
26,"Ward, Daniel",23y 55d,29 (11-0-18 37.93%),4 (0.14),←,
34,"White, Jeff",23y 196d,100 (49-0-51 49.00%),58 (0.58),68 (36-0-32 52.94%),40 (0.59)
22,"Woewodin, Shane",24y 52d,94 (42-0-52 44.68%),44 (0.47),←,
13,"Yze, Adem",22y 347d,119 (52-0-67 43.70%),75 (0.63),←,
Totals,Totals,24y 95d,1754 (842-2-910 48.00%),1274 (0.73),,
C,"Daniher, Neale",39y 200d,72 (38-0-34 52.78%),,←,
