Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",20y 119d,39 (8-0-31 20.51%),7 (0.18),←,
43,"Barrett, Jake",21y 152d,4 (1-0-3 25.00%),,3 (1-0-2 33.33%),
9,"Beams, Dayne",27y 56d,131 (79-2-50 61.07%),132 (1.01),21 (3-0-18 14.29%),14 (0.67)
7,"Bell, Tom",25y 300d,68 (20-1-47 30.15%),53 (0.78),17 (2-0-15 11.76%),17 (1.00)
13,"Berry, Jarrod",19y 63d,1 (0-0-1 0.00%),1 (1.00),←,
8,"Bewick, Rohan",27y 181d,95 (30-0-65 31.58%),66 (0.69),←,
26,"Cutler, Tom",22y 48d,36 (9-0-27 25.00%),12 (0.33),←,
45,"Frost, Jack",25y 43d,56 (25-0-31 44.64%),,2 (0-0-2 0.00%),
27,"Gardiner, Darcy",21y 199d,46 (12-0-34 26.09%),3 (0.07),←,
30,"Hipwood, Eric",19y 208d,13 (3-0-10 23.08%),15 (1.15),←,
35,"Lester, Ryan",24y 226d,83 (26-0-57 31.33%),33 (0.40),←,
12,"Martin, Stefan",30y 143d,117 (28-1-88 24.36%),38 (0.32),60 (14-0-46 23.33%),15 (0.25)
32,"Mayes, Sam",22y 324d,77 (23-0-54 29.87%),26 (0.34),←,
6,"McCluggage, Hugh",19y 37d,1 (0-0-1 0.00%),,←,
25,"McStay, Daniel",21y 289d,44 (9-0-35 20.45%),30 (0.68),←,
10,"Rich, Daniel",26y 306d,146 (48-1-97 33.22%),96 (0.66),←,
18,"Robertson, Nick",21y 310d,29 (4-0-25 13.79%),6 (0.21),←,
5,"Robinson, Mitch",27y 306d,145 (59-1-85 41.03%),76 (0.52),45 (8-0-37 17.78%),18 (0.40)
38,"Rockliff, Tom",27y 46d,137 (42-0-95 30.66%),71 (0.52),←,
23,"Schache, Josh",19y 231d,18 (2-0-16 11.11%),18 (1.00),←,
28,"Taylor, Lewis",22y 51d,66 (14-0-52 21.21%),50 (0.76),←,
15,"Zorko, Dayne",28y 59d,104 (33-0-71 31.73%),105 (1.01),←,
Totals,Totals,23y 268d,1456 (475-6-975 32.62%),838 (0.58),,
C,"Fagan, Chris",55y 290d,3 (1-0-2 33.33%),,←,
