Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",30y 68d,226 (139-0-87 61.50%),128 (0.57),←,
27,"Baird, John",22y 354d,24 (13-1-10 56.25%),5 (0.21),←,
16,"Brown, Leigh",21y 97d,73 (24-1-48 33.56%),27 (0.37),10 (5-1-4 55.00%),7 (0.70)
22,"Burton, Matthew",33y 12d,141 (59-0-82 41.84%),63 (0.45),71 (37-0-34 52.11%),31 (0.44)
2,"Colbert, Leigh",27y 358d,166 (94-2-70 57.23%),63 (0.38),61 (32-1-28 53.28%),13 (0.21)
39,"Harding, Leigh",22y 35d,34 (17-1-16 51.47%),54 (1.59),←,
4,"Harris, Daniel",21y 21d,17 (7-1-9 44.12%),3 (0.18),←,
29,"Harvey, Brent",25y 17d,139 (86-1-52 62.23%),164 (1.18),←,
21,"Jones, Corey",22y 94d,26 (11-0-15 42.31%),20 (0.77),←,
34,"King, David",31y 85d,208 (130-1-77 62.74%),123 (0.59),←,
35,"Makepeace, Troy",24y 86d,72 (37-1-34 52.08%),18 (0.25),←,
32,"Morrell, Digby",23y 233d,35 (18-1-16 52.86%),44 (1.26),←,
20,"Petrie, Drew",20y 228d,29 (13-1-15 46.55%),23 (0.79),←,
3,"Rawlings, Brady",21y 355d,59 (36-0-23 61.02%),22 (0.37),←,
26,"Rocca, Saverio",29y 192d,204 (93-3-108 46.32%),618 (3.03),48 (23-1-24 48.96%),104 (2.17)
7,"Simpson, Adam",27y 104d,169 (107-1-61 63.61%),54 (0.32),←,
9,"Sinclair, Jess",24y 278d,93 (33-1-59 36.02%),46 (0.49),43 (20-1-22 47.67%),20 (0.47)
10,"Stevens, Anthony",31y 333d,262 (159-1-102 60.88%),117 (0.45),←,
40,"Teague, David",22y 26d,31 (17-0-14 54.84%),4 (0.13),←,
1,"Watson, Ashley",19y 66d,3 (2-0-1 66.67%),,←,
36,"Watt, Shannon",22y 186d,36 (18-1-17 51.39%),4 (0.11),←,
8,"Wells, Daniel",18y 117d,6 (4-1-1 75.00%),3 (0.50),←,
Totals,Totals,24y 252d,2053 (1117-19-917 54.41%),1603 (0.78),,
C,"Laidley, Dani",36y 65d,10 (5-1-4 55.00%),,←,
