Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",27y 253d,213 (118-0-95 55.40%),199 (0.93),←,
31,"Dale, Bailey",27y 13d,128 (70-0-58 54.69%),78 (0.61),←,
35,"Daniel, Caleb",27y 28d,173 (95-0-78 54.91%),47 (0.27),←,
15,"Duryea, Taylor",32y 102d,190 (126-1-63 66.58%),25 (0.13),72 (44-0-28 61.11%),4 (0.06)
44,"English, Tim",25y 359d,105 (58-0-47 55.24%),59 (0.56),←,
39,"Johannisen, Jason",30y 269d,187 (98-0-89 52.41%),75 (0.40),←,
32,"Jones, Arthur",20y 17d,12 (8-0-4 66.67%),4 (0.33),←,
19,"Jones, Liam",32y 161d,176 (66-0-110 37.50%),84 (0.48),81 (36-0-45 44.44%),68 (0.84)
21,"Liberatore, Tom",31y 80d,214 (105-0-109 49.07%),80 (0.37),←,
7,"Lobb, Rory",30y 176d,157 (86-2-69 55.41%),159 (1.01),17 (10-0-7 58.82%),16 (0.94)
11,"Macrae, Jack",29y 1d,228 (122-0-106 53.51%),54 (0.24),←,
33,"Naughton, Aaron",23y 247d,120 (67-0-53 55.83%),187 (1.56),←,
18,"ODonnell, James",20y 338d,9 (4-0-5 44.44%),1 (0.11),←,
25,"Poulter, Caleb",20y 296d,18 (6-0-12 33.33%),4 (0.22),6 (3-0-3 50.00%),2 (0.33)
20,"Richards, Ed",24y 32d,101 (53-0-48 52.48%),25 (0.25),←,
28,"Scott, Anthony",28y 157d,55 (34-0-21 61.82%),28 (0.51),←,
6,"Smith, Bailey",22y 240d,101 (59-0-42 58.42%),44 (0.44),←,
1,"Treloar, Adam",30y 148d,228 (103-1-124 45.39%),134 (0.59),55 (33-0-22 60.00%),37 (0.67)
2,"Ugle-Hagan, Jamarra",21y 122d,42 (22-0-20 52.38%),56 (1.33),←,
23,"Vandermeer, Laitham",24y 182d,41 (22-0-19 53.66%),20 (0.49),←,
3,"Weightman, Cody",22y 201d,56 (31-0-25 55.36%),96 (1.71),←,
14,"West, Rhylee",23y 23d,34 (20-0-14 58.82%),19 (0.56),←,
34,"Williams, Bailey",25y 298d,124 (67-0-57 54.03%),28 (0.23),←,
Totals,Totals,26y 67d,2712 (1440-4-1268 53.10%),1506 (0.56),,
C,"Beveridge, Luke",52y 346d,203 (115-0-88 56.65%),,←,
