Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",27y 84d,175 (101-0-74 57.71%),154 (0.88),52 (17-0-35 32.69%),34 (0.65)
9,"Carr, Matthew",24y 146d,80 (24-1-55 30.63%),33 (0.41),52 (17-0-35 32.69%),31 (0.60)
10,"Cook, Troy",26y 285d,118 (49-0-69 41.53%),52 (0.44),75 (25-0-50 33.33%),41 (0.55)
24,"Croad, Trent",23y 76d,112 (58-1-53 52.23%),130 (1.16),28 (14-0-14 50.00%),50 (1.79)
33,"Farmer, Jeff",25y 334d,147 (66-0-81 44.90%),300 (2.04),29 (14-0-15 48.28%),41 (1.41)
14,"Grover, Antoni",23y 74d,48 (17-0-31 35.42%),5 (0.10),←,
42,"Haddrill, Robert",22y 116d,17 (8-0-9 47.06%),,←,
4,"Hasleby, Paul",21y 346d,72 (24-0-48 33.33%),55 (0.76),←,
43,"Hayden, Roger",22y 166d,14 (8-0-6 57.14%),,←,
11,"Headland, Des",22y 123d,61 (46-0-15 75.41%),62 (1.02),9 (6-0-3 66.67%),10 (1.11)
28,"Koops, Steven",24y 304d,71 (28-0-43 39.44%),48 (0.68),←,
20,"Longmuir, Justin",22y 123d,65 (21-0-44 32.31%),88 (1.35),←,
8,"McManus, Shaun",27y 104d,132 (43-0-89 32.58%),65 (0.49),←,
34,"Medhurst, Paul",21y 164d,29 (14-0-15 48.28%),52 (1.79),←,
29,"Pavlich, Matthew",21y 144d,70 (23-0-47 32.86%),64 (0.91),←,
12,"Polak, Graham",18y 342d,14 (9-0-5 64.29%),,←,
31,"Sandilands, Aaron",20y 169d,7 (5-0-2 71.43%),4 (0.57),←,
3,"Schammer, Byron",17y 337d,5 (4-0-1 80.00%),1 (0.20),←,
2,"Simmonds, Troy",24y 315d,69 (34-0-35 49.28%),23 (0.33),29 (14-0-15 48.28%),16 (0.55)
19,"Walker, James",24y 129d,84 (27-0-57 32.14%),9 (0.11),←,
26,"Waterhouse, Clive",28y 335d,97 (34-0-63 35.05%),170 (1.75),←,
6,"Woods, Dion",21y 119d,27 (11-0-16 40.74%),4 (0.15),←,
Totals,Totals,23y 131d,1514 (654-2-858 43.20%),1319 (0.87),,
C,"Connolly, Chris",40y 60d,32 (16-0-16 50.00%),,31 (15-0-16 48.39%),
