Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
23,"Bode, Matthew",20y 54d,21 (10-0-11 47.62%),15 (0.71),←,
5,"Bond, Shane",24y 44d,87 (49-1-37 56.90%),31 (0.36),53 (25-1-27 48.11%),11 (0.21)
3,"Breuer, Shayne",26y 346d,123 (71-3-49 58.94%),106 (0.86),52 (25-2-25 50.00%),29 (0.56)
12,"Cockatoo-Collins, Che",24y 170d,95 (54-3-38 58.42%),132 (1.39),10 (7-0-3 70.00%),23 (2.30)
35,"Cornes, Chad",19y 283d,6 (3-0-3 50.00%),5 (0.83),←,
28,"Daniels, Stephen",22y 353d,42 (20-2-20 50.00%),2 (0.05),←,
37,"Dew, Stuart",20y 4d,37 (17-1-19 47.30%),35 (0.95),←,
11,"Eagleton, Nathan",20y 285d,54 (26-2-26 50.00%),42 (0.78),←,
10,"Francou, Josh",25y 15d,62 (29-2-31 48.39%),37 (0.60),←,
31,"French, Barnaby",23y 270d,21 (12-0-9 57.14%),9 (0.43),←,
18,"Harwood, Mark",21y 136d,18 (9-1-8 52.78%),9 (0.50),←,
38,"James, Roger",23y 305d,31 (16-1-14 53.23%),13 (0.42),←,
29,"Kingsley, Adam",24y 2d,55 (28-1-26 51.82%),15 (0.27),←,
20,"Lade, Brendon",23y 43d,63 (30-2-31 49.21%),44 (0.70),←,
9,"Lyle, Brayden",26y 169d,84 (43-2-39 52.38%),14 (0.17),58 (29-2-27 51.72%),9 (0.16)
33,"Mead, Darren",28y 146d,64 (31-2-31 50.00%),5 (0.08),←,
14,"Paxman, Stephen",28y 261d,163 (52-1-110 32.21%),23 (0.14),61 (30-1-30 50.00%),5 (0.08)
6,"Schofield, Jarrad",24y 204d,82 (49-0-33 59.76%),52 (0.63),19 (10-0-9 52.63%),18 (0.95)
34,"Steinberner, Nathan",22y 164d,13 (7-1-5 57.69%),3 (0.23),←,
36,"Stevens, Nick",19y 231d,38 (19-1-18 51.32%),23 (0.61),←,
1,"Wanganeen, Gavin",26y 65d,176 (98-5-73 57.10%),90 (0.51),49 (25-2-22 53.06%),27 (0.55)
15,"Wilson, Michael",22y 274d,64 (31-2-31 50.00%),24 (0.38),←,
Totals,Totals,23y 224d,1399 (704-33-662 50.32%),729 (0.52),,
C,"Williams, Mark",41y 1d,21 (12-0-9 57.14%),,←,
