Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
29,"Davey, Alwyn",24y 345d,24 (13-0-11 54.17%),24 (1.00),←,
15,"Dempsey, Courtenay",21y 240d,15 (4-0-11 26.67%),7 (0.47),←,
2,"Dyson, Ricky",23y 209d,69 (25-1-43 36.96%),33 (0.48),←,
31,"Fletcher, Dustin",33y 353d,299 (183-3-113 61.71%),65 (0.22),←,
19,"Hille, David",27y 327d,149 (69-1-79 46.64%),107 (0.72),←,
39,"Hocking, Heath",21y 119d,8 (4-0-4 50.00%),1 (0.13),←,
7,"Jetta, Leroy",20y 293d,24 (13-0-11 54.17%),15 (0.63),←,
18,"Lloyd, Matthew",31y 9d,257 (149-2-106 58.37%),899 (3.50),←,
14,"Lonergan, Sam",22y 30d,22 (9-0-13 40.91%),10 (0.45),←,
42,"Lovett-Murray, Nathan",26y 158d,86 (30-0-56 34.88%),47 (0.55),←,
13,"Lovett, Andrew",26y 165d,71 (23-1-47 33.10%),77 (1.08),←,
25,"Lucas, Scott",31y 116d,261 (145-2-114 55.94%),453 (1.74),←,
33,"McPhee, Adam",26y 201d,150 (59-0-91 39.33%),82 (0.55),125 (53-0-72 42.40%),73 (0.58)
6,"Monfries, Angus",22y 96d,77 (26-1-50 34.42%),70 (0.91),←,
23,"Myers, David",19y 299d,11 (6-0-5 54.55%),1 (0.09),←,
16,"Pears, Tayte",19y 32d,10 (3-0-7 30.00%),3 (0.30),←,
30,"Ryder, Paddy",21y 42d,57 (22-1-34 39.47%),14 (0.25),←,
20,"Slattery, Henry",23y 93d,57 (22-1-34 39.47%),10 (0.18),←,
5,"Stanton, Brent",22y 359d,103 (37-1-65 36.41%),66 (0.64),←,
4,"Watson, Jobe",24y 76d,77 (30-1-46 39.61%),25 (0.32),←,
8,"Winderlich, Jason",24y 197d,61 (22-0-39 36.07%),25 (0.41),←,
11,"Zaharakis, David",19y 63d,4 (3-0-1 75.00%),1 (0.25),←,
Totals,Totals,24y 107d,1892 (897-15-980 47.41%),2035 (1.08),,
C,"Knights, Matthew",38y 202d,27 (11-0-16 40.74%),,←,
