Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",19,2,13,32,2,1.0,,2.0,,,,,2.0,1.0,,,,,,,,,
19,"Beveridge, Luke",10,2,2,12,2,2.0,,1.0,,,,,,,,,,,,,,,
18,"Cameron, Leon",21,7,4,25,,1.0,,,,,,,2.0,2.0,,,,,,,,,
16,"Croft, Matthew",11,5,5,16,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
26,"Del-Re, Danny",4,1,2,6,,,,,,,,,,,,,,,,,,,
3,"Grant, Chris",18,11,4,22,6,4.0,,1.0,,,,,,2.0,3.0,,,,,,,,
1,"Grgic, Ilija",6,5,2,8,3,1.0,7.0,2.0,,,,,1.0,2.0,2.0,,,,,,,,
7,"Hawkins, Doug",7,3,7,14,,1.0,,,,,,,,,,,,,,,,,
21,"Kolyniuk, Steven",7,1,8,15,1,1.0,,2.0,,,,,1.0,2.0,,,,,,,,,
12,"Koster, Kym",3,2,3,6,,,,1.0,,,,,,,,,,,,,,,
35,"Kretiuk, Steven",14,6,11,25,1,,,3.0,,,,,1.0,,,,,,,,,,
39,"Liberatore, Tony",13,,14,27,1,2.0,,7.0,,,,,1.0,1.0,1.0,,,,,,,,
44,"Osborne, Richard",9,2,2,11,3,,,,,,,,,1.0,,,,,,,,,
22,"Quill, Peter",19,5,4,23,,,,2.0,,,,,1.0,1.0,,,,,,,,,
2,"Reynolds, Keenan",8,,2,10,,,,,,,,,,,,,,,,,,,
5,"Smith, Rohan",5,,7,12,,,,1.0,,,,,1.0,,,,,,,,,,
8,"Southern, Daniel",10,2,11,21,,,,3.0,,,,,1.0,2.0,,,,,,,,,
24,"Wallis, Stephen",7,2,3,10,,,,2.0,,,,,3.0,,,,,,,,,,
25,"Watts, Jason",10,3,11,21,,1.0,,1.0,,,,,,1.0,,,,,,,,,
14,"West, Scott",24,2,3,27,,,,2.0,,,,,2.0,1.0,,,,,,,,,
15,"Wynd, Scott",3,3,2,5,2,,12.0,3.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,228,64,120,348,21,18.0,19.0,37.0,,,,,17.0,19.0,6.0,,,,,,,,
Opposition,Opposition,159,58,78,237,6,4.0,13.0,31.0,,,,,19.0,17.0,,,,,,,,,
