Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 200d,107 (53-2-52 50.47%),63 (0.59),←,
50,"Ballantyne, Jon",23y 347d,18 (9-0-9 50.00%),43 (2.39),←,
19,"Beveridge, Luke",22y 322d,46 (27-0-19 58.70%),46 (1.00),4 (3-0-1 75.00%),5 (1.25)
18,"Cameron, Leon",20y 312d,55 (29-1-25 53.64%),24 (0.44),←,
6,"Campbell, Tony",25y 332d,109 (61-0-48 55.96%),63 (0.58),34 (22-0-12 64.71%),2 (0.06)
32,"Foster, Peter",33y 39d,170 (91-3-76 54.41%),58 (0.34),163 (88-3-72 54.91%),56 (0.34)
41,"Frost, Michael",22y 194d,11 (7-0-4 63.64%),3 (0.27),←,
29,"Grant, Chris",20y 210d,70 (39-1-30 56.43%),137 (1.96),←,
28,"Grgic, Ilija",21y 128d,3 (3-0-0 100.00%),2 (0.67),←,
7,"Hawkins, Doug",33y 67d,302 (129-4-169 43.38%),207 (0.69),←,
4,"Kellett, Nigel",23y 205d,50 (27-0-23 54.00%),21 (0.42),←,
21,"Kolyniuk, Steven",23y 6d,75 (38-1-36 51.33%),92 (1.23),←,
39,"Liberatore, Tony",27y 150d,98 (56-1-41 57.65%),56 (0.57),←,
25,"Mansfield, Matthew",24y 17d,31 (20-0-11 64.52%),5 (0.16),←,
22,"Quill, Peter",23y 322d,7 (4-0-3 57.14%),3 (0.43),←,
2,"Reynolds, Keenan",24y 185d,56 (32-0-24 57.14%),24 (0.43),←,
33,"Royal, Brian",31y 211d,196 (105-2-89 54.08%),293 (1.49),←,
17,"Standfield, Barry",23y 148d,46 (27-0-19 58.70%),19 (0.41),←,
14,"West, Scott",18y 239d,11 (6-0-5 54.55%),12 (1.09),←,
15,"Wynd, Scott",23y 167d,92 (47-1-44 51.63%),11 (0.12),←,
Totals,Totals,24y 227d,1553 (810-16-727 52.16%),1182 (0.76),,
C,"Wheeler, Terry",38y 120d,83 (46-1-36 56.02%),,←,
