Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 64d,296 (174-0-122 58.78%),139 (0.47),←,
16,"Brown, Leigh",25y 93d,159 (65-1-93 41.19%),69 (0.43),96 (46-1-49 48.44%),49 (0.51)
43,"Campbell, Matt",20y 126d,8 (6-0-2 75.00%),9 (1.13),←,
27,"Edwards, Aaron",23y 86d,12 (10-0-2 83.33%),9 (0.75),8 (6-0-2 75.00%),7 (0.88)
24,"Firrito, Michael",23y 181d,67 (35-0-32 52.24%),12 (0.18),←,
38,"Gibson, Josh",23y 75d,18 (9-0-9 50.00%),,←,
6,"Grant, Shannon",30y 38d,264 (148-2-114 56.44%),314 (1.19),206 (116-1-89 56.55%),276 (1.34)
17,"Grima, Blake",22y 353d,11 (9-0-2 81.82%),3 (0.27),←,
31,"Hale, David",23y 5d,64 (26-0-38 40.63%),35 (0.55),←,
4,"Harris, Daniel",25y 17d,100 (49-1-50 49.50%),31 (0.31),←,
29,"Harvey, Brent",29y 13d,225 (126-1-98 56.22%),263 (1.17),←,
21,"Jones, Corey",26y 90d,112 (52-0-60 46.43%),136 (1.21),←,
1,"McIntosh, Hamish",22y 265d,27 (11-0-16 40.74%),11 (0.41),←,
42,"McMahon, Scott",20y 359d,2 (2-0-0 100.00%),,←,
20,"Petrie, Drew",24y 224d,115 (55-1-59 48.26%),80 (0.70),←,
30,"Pratt, Daniel",24y 67d,47 (24-0-23 51.06%),4 (0.09),44 (23-0-21 52.27%),3 (0.07)
3,"Rawlings, Brady",25y 351d,142 (73-0-69 51.41%),52 (0.37),←,
7,"Simpson, Adam",31y 100d,251 (147-1-103 58.76%),72 (0.29),←,
9,"Sinclair, Jess",28y 274d,170 (67-1-102 39.71%),65 (0.38),120 (54-1-65 45.42%),39 (0.32)
10,"Smith, Jesse",20y 240d,10 (7-0-3 70.00%),1 (0.10),←,
19,"Swallow, Andrew",19y 359d,21 (9-0-12 42.86%),7 (0.33),←,
12,"Thomas, Lindsay",19y 88d,6 (3-0-3 50.00%),6 (1.00),←,
Totals,Totals,24y 274d,2127 (1107-8-1012 52.05%),1318 (0.62),,
C,"Laidley, Dani",40y 61d,98 (47-1-50 48.47%),,←,
