Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",10,,4,14,,,,2.0,,,,,3.0,2.0,,,,,,,,,
16,"Clarke, Matthew",7,4,4,11,1,,12.0,,,,,,1.0,2.0,,,,,,,,,
12,"Clarke, Troy",4,3,,4,,1.0,,,,,,,,1.0,,,,,,,,,
20,"Craven, Danny",11,1,8,19,,,,1.0,,,,,3.0,,,,,,,,,,
6,"Fletcher, Adrian",12,2,8,20,,,,1.0,,,,,1.0,,,,,,,,,,
29,"Francis, Fabian",7,,6,13,,2.0,,2.0,,,,,,,,,,,,,,,
37,"Frigo, Rudi",6,4,2,8,,,1.0,1.0,,,,,2.0,3.0,,,,,,,,,
4,"Gastev, John",7,5,9,16,,,,2.0,,,,,1.0,,,,,,,,,,
14,"Hamilton, Shane",9,,9,18,,1.0,,,,,,,,,,,,,,,,,
32,"Hart, Shaun",3,2,4,7,,,,2.0,,,,,,2.0,,,,,,,,,
18,"Lambert, Craig",7,1,23,30,1,,,2.0,,,,,3.0,2.0,,,,,,,,,
44,"Lappin, Nigel",5,4,2,7,,,,,,,,,,1.0,,,,,,,,,
15,"Lehmann, Troy",15,2,3,18,,1.0,,1.0,,,,,1.0,,,,,,,,,,
17,"Leslie, Martin",8,7,10,18,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",7,3,1,8,1,,,1.0,,,,,2.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",9,4,9,18,1,1.0,,1.0,,,,,,3.0,,,,,,,,,
19,"McLean, Michael",8,1,14,22,,,,3.0,,,,,2.0,,,,,,,,,,
8,"Peos, Paul",6,3,5,11,,1.0,,2.0,,,,,3.0,,,,,,,,,,
9,"Starcevich, Craig",2,,,2,1,1.0,,,,,,,,,,,,,,,,,
3,"Voss, Michael",12,4,12,24,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
33,"White, Darryl",7,1,5,12,,,,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,162,51,138,300,6,10.0,13.0,25.0,,,,,24.0,21.0,,,,,,,,,
Opposition,Opposition,209,75,149,358,22,12.0,14.0,34.0,,,,,21.0,24.0,6.0,,,,,,,,
