Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",5,2,2,7,1,,,3.0,1.0,2.0,1.0,1.0,,,,2.0,5.0,,,3.0,,,
12,"Blakey, John",9,1,10,19,,,,,6.0,1.0,,2.0,1.0,,,5.0,14.0,,,5.0,2.0,,
22,"Burton, Matthew",8,3,5,13,1,,15.0,1.0,1.0,2.0,4.0,,1.0,,,7.0,5.0,2.0,1.0,3.0,,,
45,"Cochrane, Stuart",8,2,6,14,,,,2.0,,2.0,4.0,2.0,,1.0,,7.0,7.0,,,2.0,,,
2,"Colbert, Leigh",6,1,10,16,,1.0,,,4.0,1.0,,2.0,2.0,2.0,,8.0,7.0,,,4.0,1.0,,
6,"Grant, Shannon",13,5,11,24,1,1.0,,1.0,,9.0,6.0,3.0,1.0,,,8.0,16.0,1.0,,,,,
39,"Harding, Leigh",11,5,4,15,1,6.0,,1.0,1.0,5.0,2.0,1.0,,,,6.0,9.0,,1.0,1.0,3.0,,
29,"Harvey, Brent",17,3,10,27,3,1.0,,2.0,4.0,5.0,,1.0,2.0,,,7.0,16.0,,1.0,1.0,5.0,,
21,"Jones, Corey",8,5,1,9,1,,1.0,3.0,,3.0,,2.0,,,,1.0,8.0,,1.0,3.0,,,
35,"Makepeace, Troy",12,5,6,18,,,,2.0,7.0,,,1.0,,,,8.0,10.0,1.0,,8.0,1.0,,
4,"Martyn, Mick",5,2,1,6,,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,3.0,,,6.0,,,
32,"Morrell, Digby",3,1,3,6,,,1.0,4.0,,1.0,2.0,2.0,,1.0,,3.0,3.0,1.0,,2.0,,,
44,"Motlop, Shannon",5,1,2,7,2,,,1.0,,2.0,,,,,,3.0,4.0,,,1.0,3.0,,
20,"Petrie, Drew",2,1,1,3,,1.0,,1.0,,1.0,,,,,,2.0,,1.0,1.0,2.0,,,
28,"Pickett, Byron",8,5,3,11,4,2.0,,1.0,,5.0,2.0,3.0,2.0,2.0,2.0,8.0,5.0,1.0,1.0,5.0,4.0,,
17,"Porter, Mark",7,2,3,10,1,,20.0,3.0,1.0,3.0,4.0,1.0,3.0,,,9.0,,2.0,1.0,2.0,,,
3,"Rawlings, Brady",5,1,2,7,,,,2.0,2.0,1.0,1.0,2.0,,1.0,,5.0,2.0,,,3.0,,,
30,"Robbins, Ben",8,1,10,18,,,,4.0,,2.0,4.0,3.0,2.0,,,10.0,9.0,,,,,,
7,"Simpson, Adam",21,4,8,29,,,1.0,1.0,5.0,5.0,9.0,1.0,1.0,1.0,,11.0,18.0,1.0,,2.0,,,
9,"Sinclair, Jess",18,6,3,21,2,1.0,,,1.0,4.0,,,1.0,,3.0,13.0,8.0,4.0,2.0,4.0,1.0,,
13,"Smith, Dylan",2,1,1,3,,,,1.0,,,1.0,3.0,,2.0,,3.0,2.0,,,,,,
40,"Teague, David",8,1,4,12,,,,5.0,2.0,,,2.0,,1.0,1.0,7.0,5.0,,,3.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,58,106,295,17,17.0,38.0,38.0,36.0,54.0,41.0,33.0,17.0,12.0,6.0,136.0,156.0,14.0,9.0,60.0,20.0,,
Opposition,Opposition,169,79,111,280,16,8.0,31.0,53.0,31.0,56.0,31.0,54.0,12.0,17.0,,94.0,179.0,12.0,11.0,57.0,12.0,,
