Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",20y 202d,19 (13-1-5 71.05%),2 (0.11),←,
21,"Akermanis, Jason",31y 62d,273 (164-6-103 61.17%),341 (1.25),25 (13-2-10 56.00%),34 (1.36)
5,"Boyd, Matthew",25y 243d,96 (43-2-51 45.83%),29 (0.30),←,
33,"Callan, Tim",24y 111d,20 (14-1-5 72.50%),3 (0.15),5 (4-1-0 90.00%),
17,"Cooney, Adam",22y 209d,93 (43-2-48 47.31%),96 (1.03),←,
4,"Cross, Daniel",25y 27d,91 (40-3-48 45.60%),18 (0.20),←,
10,"Eagleton, Nathan",29y 168d,217 (97-5-115 45.85%),184 (0.85),161 (71-3-87 45.03%),139 (0.86)
13,"Giansiracusa, Daniel",26y 46d,131 (53-4-74 41.98%),127 (0.97),←,
9,"Gilbee, Lindsay",26y 293d,122 (56-2-64 46.72%),69 (0.57),←,
16,"Griffen, Ryan",21y 274d,57 (33-1-23 58.77%),23 (0.40),←,
8,"Hahn, Mitch",26y 352d,118 (51-2-65 44.07%),86 (0.73),←,
25,"Hargrave, Ryan",26y 275d,122 (52-4-66 44.26%),33 (0.27),←,
20,"Hill, Josh",19y 98d,7 (5-1-1 78.57%),7 (1.00),←,
15,"Hudson, Ben",29y 62d,61 (37-1-23 61.48%),7 (0.11),6 (5-1-0 91.67%),1 (0.17)
6,"Johnson, Brad",31y 283d,305 (142-7-156 47.70%),473 (1.55),←,
36,"Lake, Brian",26y 59d,103 (43-2-58 42.72%),11 (0.11),←,
27,"Minson, Will",23y 15d,47 (27-1-19 58.51%),19 (0.40),←,
38,"Morris, Dale",25y 119d,68 (38-2-28 57.35%),1 (0.01),←,
2,"Murphy, Robert",25y 322d,133 (53-4-76 41.35%),106 (0.80),←,
28,"Welsh, Scott",29y 141d,171 (101-1-69 59.36%),313 (1.83),6 (5-1-0 91.67%),13 (2.17)
7,"West, Scott",33y 164d,324 (152-5-167 47.69%),104 (0.32),←,
37,"Wight, Cameron",23y 21d,32 (14-1-17 45.31%),6 (0.19),←,
Totals,Totals,26y 28d,2610 (1271-58-1281 48.70%),2058 (0.79),,
C,"Eade, Rodney",50y 22d,226 (120-4-102 53.98%),,74 (39-2-33 54.05%),
