Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
13,"Boyd, Tom",18y 331d,4 (1-0-3 25.00%),3 (0.75),←,
14,"Bugg, Tomas",21y 105d,44 (7-0-37 15.91%),12 (0.27),←,
18,"Cameron, Jeremy",21y 109d,51 (6-0-45 11.76%),120 (2.35),←,
1,"Davis, Phil",23y 323d,60 (17-0-43 28.33%),6 (0.10),42 (6-0-36 14.29%),5 (0.12)
4,"Greene, Toby",20y 297d,48 (5-0-43 10.42%),17 (0.35),←,
33,"Hoskin-Elliott, Will",20y 320d,34 (4-0-30 11.76%),27 (0.79),←,
32,"Hunt, Josh",32y 127d,209 (138-1-70 66.27%),32 (0.15),11 (4-0-7 36.36%),3 (0.27)
22,"Kelly, Josh",19y 157d,13 (3-0-10 23.08%),9 (0.69),←,
40,"Kennedy, Adam",22y 7d,50 (6-0-44 12.00%),4 (0.08),←,
39,"Mohr, Tim",25y 273d,43 (4-0-39 9.30%),1 (0.02),←,
41,"Mumford, Shane",28y 14d,112 (73-2-37 66.07%),42 (0.38),12 (4-0-8 33.33%),3 (0.25)
24,"ORourke, Jonathan",20y 89d,5 (0-0-5 0.00%),,←,
7,"Palmer, Rhys",25y 156d,91 (25-0-66 27.47%),56 (0.62),38 (4-0-34 10.53%),33 (0.87)
12,"Patton, Jonathon",21y 60d,26 (5-0-21 19.23%),30 (1.15),←,
30,"Plowman, Lachie",19y 311d,13 (1-0-12 7.69%),1 (0.08),←,
9,"Scully, Tom",23y 65d,86 (19-1-66 22.67%),26 (0.30),55 (6-0-49 10.91%),20 (0.36)
5,"Shiel, Dylan",21y 132d,45 (5-0-40 11.11%),24 (0.53),←,
10,"Smith, Devon",21y 60d,54 (7-0-47 12.96%),45 (0.83),←,
20,"Tomlinson, Adam",20y 343d,40 (3-0-37 7.50%),15 (0.38),←,
17,"Treloar, Adam",21y 132d,53 (7-0-46 13.21%),29 (0.55),←,
8,"Ward, Callan",24y 100d,118 (39-0-79 33.05%),58 (0.49),58 (7-0-51 12.07%),25 (0.43)
29,"Williams, Zac",19y 302d,16 (1-0-15 6.25%),3 (0.19),←,
Totals,Totals,22y 157d,1215 (376-4-835 30.95%),560 (0.46),,
C,"Cameron, Leon",41y 320d,17 (4-0-13 23.53%),,←,
