Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",28y 83d,104 (51-1-52 49.52%),37 (0.36),82 (43-1-38 53.05%),29 (0.35)
11,"Bowden, Joel",18y 302d,9 (6-0-3 66.67%),8 (0.89),←,
17,"Broderick, Paul",27y 106d,166 (81-1-84 49.10%),120 (0.72),73 (42-1-30 58.22%),40 (0.55)
9,"Campbell, Wayne",24y 208d,123 (55-1-67 45.12%),78 (0.63),←,
40,"Chaffey, Mark",19y 348d,1 (1-0-0 100.00%),,←,
10,"Daffy, Nick",23y 343d,71 (41-1-29 58.45%),100 (1.41),←,
27,"Funcke, Ross",19y 154d,6 (3-0-3 50.00%),,←,
1,"Gale, Michael",30y 119d,166 (75-1-90 45.48%),44 (0.27),61 (34-1-26 56.56%),15 (0.25)
2,"Gaspar, Darren",20y 334d,45 (20-0-25 44.44%),2 (0.04),24 (13-0-11 54.17%),1 (0.04)
20,"Harrison, Ben",22y 92d,12 (7-0-5 58.33%),,10 (5-0-5 50.00%),
16,"Holland, Ben",19y 344d,15 (9-0-6 60.00%),6 (0.40),←,
23,"Jurica, Stephen",20y 297d,16 (8-1-7 53.13%),25 (1.56),←,
3,"Kellaway, Duncan",24y 61d,81 (43-1-37 53.70%),,←,
6,"Naish, Chris",25y 204d,135 (58-1-76 43.33%),203 (1.50),←,
26,"Nichols, Trent",28y 12d,97 (39-1-57 40.72%),92 (0.95),60 (19-0-41 31.67%),50 (0.83)
7,"Prescott, Ashley",24y 220d,51 (28-1-22 55.88%),7 (0.14),←,
12,"Richardson, Matthew",22y 31d,68 (35-0-33 51.47%),221 (3.25),←,
37,"Ryan, Damien",19y 259d,15 (9-0-6 60.00%),1 (0.07),←,
5,"Tape, Jamie",23y 14d,68 (38-1-29 56.62%),4 (0.06),←,
29,"Torney, Jason",19y 307d,20 (9-1-10 47.50%),2 (0.10),←,
41,"Turner, Scott",26y 323d,107 (44-0-63 41.12%),32 (0.30),←,
Totals,Totals,23y 129d,1376 (660-12-704 47.97%),982 (0.71),,
C,"Walls, Robert",46y 272d,334 (159-2-173 47.90%),,26 (14-0-12 53.85%),
