Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Blakey, John",9,2,7,16,,,,1.0,,,,,,,,,,,,,,,
41,"Bourke, Peter",9,1,4,13,,,,2.0,,,,,1.0,2.0,,,,,,,,,
40,"Bunn, Mark",11,6,11,22,,,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Cormack, Joe",13,4,8,21,,2.0,,2.0,,,,,,1.0,,,,,,,,,
2,"Dundas, Matthew",17,5,4,21,2,5.0,,2.0,,,,,3.0,1.0,1.0,,,,,,,,
54,"Elliott, Jamie",8,2,4,12,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
7,"Gale, Michael",7,1,1,8,1,,,1.0,,,,,,,,,,,,,,,
11,"Lynch, Alastair",8,2,3,11,,,,1.0,,,,,1.0,2.0,,,,,,,,,
29,"Lyon, Ross",6,,10,16,,,,1.0,,,,,,1.0,,,,,,,,,
5,"McCormack, Brendan",21,7,8,29,1,1.0,,3.0,,,,,2.0,,,,,,,,,,
25,"OConnell, David",6,,7,13,,,5.0,1.0,,,,,3.0,,,,,,,,,,
44,"Osborne, Richard",9,6,4,13,1,1.0,,2.0,,,,,1.0,,,,,,,,,,
9,"Rendell, Matthew",8,2,8,16,,,6.0,,,,,,2.0,1.0,,,,,,,,,
1,"Roos, Paul",9,7,4,13,4,3.0,,,,,,,,1.0,,,,,,,,,
33,"Stephens, Brett",14,6,15,29,,1.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,,
13,"Stevenson, Shayne",8,3,6,14,,,,,,,,,,,,,,,,,,,
23,"Taylor, Jason",1,,1,2,,,,1.0,,,,,,1.0,,,,,,,,,
30,"Waterson, Chris",7,1,5,12,,,,,,,,,,,,,,,,,,,
12,"Wheildon, Darren",9,6,1,10,2,1.0,1.0,3.0,,,,,,,,,,,,,,,
8,"Wynd, Jim",12,1,5,17,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,62,116,308,12,18.0,13.0,26.0,,,,,21.0,14.0,1.0,,,,,,,,
Opposition,Opposition,197,66,112,309,15,16.0,14.0,15.0,,,,,14.0,21.0,5.0,,,,,,,,
