West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
37,"Barrass, Tom",13,8,2,15,,,,,1.0,1.0,,,1.0,,,4.0,11.0,3.0,,10.0,,,92.0
28,"Cole, Tom",8,5,3,11,,,,2.0,4.0,,,3.0,1.0,3.0,,3.0,10.0,,,6.0,,,86.0
15,"Cripps, Jamie",10,5,2,12,1,,,1.0,,6.0,,2.0,,,,6.0,6.0,,1.0,1.0,,1.0,83.0
27,"Darling, Jack",9,4,3,12,1,,,3.0,,1.0,,1.0,1.0,,,6.0,6.0,1.0,1.0,2.0,,,100.0
42,"Edwards, Harry",12,9,3,15,,,,3.0,2.0,1.0,,2.0,,1.0,,4.0,11.0,2.0,,6.0,,,91.0
16,"Edwards, Luke",8,3,7,15,,,,2.0,,4.0,1.0,,,,,4.0,10.0,,,1.0,,1.0,65.0
29,"Foley, Luke",13,5,3,16,1,,,1.0,2.0,2.0,,3.0,,1.0,,3.0,14.0,,,5.0,,,87.0
3,"Gaff, Andrew",17,5,13,30,1,,,,,6.0,6.0,3.0,1.0,,,8.0,22.0,1.0,,2.0,,3.0,87.0
25,"Hurn, Shannon",21,9,6,27,,,,1.0,11.0,1.0,,3.0,1.0,,,3.0,17.0,,,2.0,,1.0,73.0
31 ↑,"Jones, Jamaine",6,3,2,8,2,2.0,,4.0,,,,,,,,3.0,4.0,,3.0,1.0,,1.0,54.0
7,"Langdon, Zac",10,4,10,20,1,,,2.0,,1.0,,1.0,1.0,,,9.0,10.0,,,1.0,,1.0,92.0
9,"Naitanui, Nic",9,2,6,15,,1.0,33.0,1.0,3.0,5.0,9.0,4.0,1.0,1.0,,11.0,4.0,,,4.0,1.0,1.0,75.0
30,"Nelson, Jackson",11,5,2,13,,,,4.0,2.0,1.0,,2.0,1.0,,,5.0,8.0,,,3.0,,,83.0
24,"ONeill, Xavier",8,5,6,14,1,1.0,,3.0,,3.0,1.0,4.0,,,,4.0,11.0,2.0,1.0,3.0,,,77.0
21,"Petruccelle, Jack",4,3,4,8,,1.0,,,,,,1.0,,,,4.0,5.0,1.0,1.0,2.0,,,72.0
8,"Redden, Jack",11,7,11,22,1,,,10.0,2.0,1.0,2.0,4.0,1.0,1.0,,9.0,14.0,,,2.0,1.0,,87.0
35,"Rotham, Josh",14,9,1,15,,,,1.0,5.0,3.0,,,,,,2.0,12.0,,,5.0,,,92.0
1,"Ryan, Liam",15,9,2,17,4,,,1.0,,6.0,1.0,3.0,,,2.0,10.0,7.0,4.0,3.0,1.0,1.0,1.0,82.0
4,"Sheed, Dom",20,8,12,32,1,,,2.0,2.0,6.0,8.0,6.0,1.0,,3.0,15.0,17.0,,1.0,1.0,,,86.0
5 ↓,"Sheppard, Brad",2,,1,3,,,,,1.0,,,2.0,1.0,1.0,,,2.0,,,,,,19.0
2,"Waterman, Jake",11,6,3,14,,1.0,,1.0,,4.0,1.0,2.0,1.0,,,4.0,10.0,1.0,,1.0,,,82.0
32,"Williams, Bailey",2,1,4,6,,,5.0,,1.0,1.0,,6.0,,3.0,,4.0,2.0,,,1.0,,,68.0
6,"Yeo, Elliot",13,1,5,18,,,,7.0,,4.0,8.0,4.0,3.0,2.0,,14.0,5.0,,,,,,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,247,116,111,358,14,11.0,38.0,49.0,36.0,57.0,37.0,56.0,15.0,13.0,5.0,135.0,218.0,15.0,11.0,60.0,3.0,10.0,
Opposition,Opposition,238,127,119,357,10,13.0,14.0,43.0,42.0,47.0,24.0,50.0,13.0,15.0,1.0,111.0,236.0,14.0,16.0,42.0,13.0,9.0,
