Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Betheras, Rupert",2,2,2,4,,,,,,,,,1.0,,,1.0,2.0,,1.0,1.0,,,
8,"Clement, James",12,2,3,15,,,,1.0,4.0,3.0,1.0,2.0,2.0,,,8.0,5.0,2.0,,3.0,,,
1,"Davis, Leon",6,3,,6,,1.0,,2.0,,,,,,1.0,,1.0,4.0,1.0,2.0,2.0,,,
19,"Davis, Nick",15,6,1,16,3,3.0,,3.0,,7.0,2.0,,2.0,,1.0,10.0,8.0,2.0,3.0,2.0,2.0,,
31,"Dimattina, Andrew",6,5,5,11,,1.0,,5.0,2.0,2.0,2.0,1.0,1.0,2.0,,5.0,7.0,,,3.0,1.0,,
25,"Fraser, Josh",12,11,10,22,1,2.0,5.0,6.0,1.0,4.0,6.0,,3.0,1.0,,13.0,12.0,2.0,1.0,4.0,1.0,,
9,"Freeborn, Glenn",10,5,4,14,,,,1.0,3.0,,1.0,,3.0,,,4.0,7.0,,,2.0,,,
6,"Holland, Brodie",15,4,2,17,3,2.0,,1.0,,5.0,5.0,1.0,,,,3.0,15.0,,1.0,4.0,1.0,,
26,"Johnson, Ben",10,4,6,16,1,2.0,,3.0,,9.0,1.0,1.0,1.0,,,4.0,12.0,,,3.0,,,
33,"Lane, Tyson",11,3,5,16,1,,,2.0,3.0,2.0,1.0,2.0,1.0,2.0,,3.0,12.0,1.0,1.0,,,,
18,"Licuria, Paul",9,1,3,12,,1.0,,4.0,1.0,1.0,,1.0,,,,4.0,8.0,,,1.0,,,
24,"Lockyer, Tarkyn",14,3,11,25,1,,,3.0,1.0,4.0,6.0,2.0,2.0,,,10.0,14.0,1.0,1.0,3.0,,,
37,"Lonie, Ryan",10,5,5,15,,,,2.0,4.0,1.0,,1.0,,,,5.0,9.0,1.0,,3.0,3.0,,
12,"McKee, Steven",4,4,18,22,1,,13.0,1.0,1.0,1.0,5.0,,1.0,1.0,,11.0,10.0,,1.0,2.0,,,
7,"Molloy, Jarrod",12,7,5,17,2,2.0,,4.0,,5.0,3.0,2.0,2.0,1.0,,9.0,7.0,2.0,2.0,5.0,,,
11,"OBree, Shane",20,5,7,27,,,,5.0,1.0,8.0,8.0,2.0,3.0,1.0,2.0,12.0,15.0,,1.0,2.0,1.0,,
35,"Prestigiacomo, Simon",4,1,3,7,,,,1.0,1.0,2.0,1.0,,,,,4.0,3.0,,,2.0,,,
3,"Richardson, Mark",6,3,2,8,,,2.0,,,,2.0,1.0,2.0,,,4.0,3.0,,,,,,
23,"Rocca, Anthony",15,12,6,21,4,4.0,2.0,,,7.0,1.0,1.0,,2.0,3.0,5.0,16.0,3.0,7.0,2.0,,,
20,"Tarrant, Chris",8,6,2,10,2,1.0,,2.0,,3.0,,2.0,1.0,1.0,,4.0,6.0,2.0,4.0,4.0,1.0,,
13,"Ukovic, Andrew",3,1,1,4,,,,,,1.0,,1.0,,,,,4.0,,,,,,
14,"Wakelin, Shane",1,,,1,,,,1.0,1.0,,,,,2.0,,,2.0,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,93,101,306,19,20.0,22.0,47.0,23.0,65.0,45.0,20.0,25.0,14.0,6.0,120.0,181.0,17.0,25.0,48.0,10.0,,
Opposition,Opposition,147,60,102,249,8,9.0,44.0,29.0,34.0,36.0,22.0,31.0,14.0,25.0,,93.0,148.0,10.0,11.0,19.0,5.0,,
