North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",8,2,3,11,1,1.0,,2.0,,,,,1.0,,2.0,,,,,,,,
11,"Archer, Glenn",5,1,1,6,,,,2.0,,,,,,1.0,,,,,,,,,
44,"Brayshaw, Mark",9,3,4,13,,,,1.0,,,,,1.0,,,,,,,,,,
18,"Carey, Wayne",9,4,3,12,2,2.0,,6.0,,,,,2.0,2.0,,,,,,,,,
30,"Chandler, Jeff",13,3,6,19,,,,5.0,,,,,3.0,1.0,,,,,,,,,
27,"Crocker, Darren",16,2,6,22,2,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
5,"Dennis, Richard",8,3,6,14,1,2.0,,,,,,,1.0,,,,,,,,,,
28,"Dwyer, Anthony",7,,1,8,2,,,1.0,,,,,,1.0,,,,,,,,,
6,"Fairley, Ian",6,3,5,11,,,,3.0,,,,,1.0,,,,,,,,,,
31,"Gallagher, Michael",2,3,7,9,,,10.0,1.0,,,,,,4.0,,,,,,,,,
29,"German, Peter",12,3,8,20,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
9,"Larkin, Matthew",11,2,11,22,,,,2.0,,,,,1.0,,,,,,,,,,
4,"Martyn, Mick",4,2,4,8,,,1.0,,,,,,,4.0,,,,,,,,,
16,"McCarthy, John",8,5,,8,1,4.0,,2.0,,,,,,3.0,,,,,,,,,
25,"McDonald, Donald",4,2,3,7,1,,4.0,1.0,,,,,2.0,2.0,,,,,,,,,
3,"Rock, Anthony",16,3,8,24,,,,2.0,,,,,,1.0,,,,,,,,,
36,"Romero, Jose",12,4,3,15,3,,,1.0,,,,,,,,,,,,,,,
24,"Sholl, Craig",14,3,8,22,2,,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Smith, Ross",23,5,3,26,,,,1.0,,,,,1.0,,,,,,,,,,
1,"Spargo, Paul",18,3,4,22,,1.0,,4.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,56,94,299,16,14.0,15.0,39.0,,,,,18.0,24.0,2.0,,,,,,,,
Opposition,Opposition,200,62,102,302,19,11.0,15.0,16.0,,,,,24.0,18.0,4.0,,,,,,,,
