Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Birchall, Grant",15,7,3,18,,,,1.0,2.0,5.0,1.0,2.0,,,,5.0,13.0,1.0,,3.0,1.0,2.0,80.0
30,"Brown, Campbell",16,11,4,20,,,,1.0,4.0,1.0,,2.0,1.0,1.0,,8.0,12.0,2.0,,2.0,,1.0,94.0
9,"Burgoyne, Shaun",10,5,13,23,,,2.0,3.0,1.0,2.0,5.0,2.0,,1.0,,9.0,14.0,,,3.0,,,74.0
8,"Ellis, Xavier",11,5,6,17,,,,3.0,1.0,4.0,4.0,,1.0,,,4.0,13.0,,,,,,73.0
23,"Franklin, Lance",12,4,6,18,5,4.0,1.0,2.0,,3.0,1.0,3.0,,2.0,3.0,11.0,5.0,2.0,4.0,1.0,3.0,,91.0
27,"Gilham, Stephen",9,6,5,14,,,,2.0,2.0,,,1.0,,,,4.0,10.0,,,7.0,,,100.0
18,"Guerra, Brent",9,6,6,15,,1.0,,5.0,4.0,3.0,,2.0,,1.0,,3.0,13.0,,,4.0,,,83.0
15,"Hodge, Luke",20,7,9,29,1,,,7.0,4.0,4.0,7.0,4.0,2.0,2.0,,11.0,17.0,,,5.0,,1.0,85.0
20,"Hooper, Rhan",7,2,2,9,2,2.0,,4.0,,3.0,2.0,2.0,2.0,2.0,,3.0,6.0,,1.0,1.0,,1.0,71.0
3,"Lewis, Jordan",12,11,12,24,1,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,,,5.0,20.0,1.0,,1.0,,,75.0
5,"Mitchell, Sam",16,3,7,23,,,,5.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,11.0,12.0,,,1.0,1.0,,84.0
29,"Murphy, Tom",5,5,8,13,,,,3.0,1.0,2.0,,,,,,3.0,10.0,,,2.0,,,90.0
7,"Osborne, Michael",11,3,6,17,2,,,5.0,1.0,6.0,,3.0,4.0,1.0,,7.0,11.0,,,2.0,,2.0,76.0
48,"Peterson, Carl",5,4,5,10,1,,1.0,2.0,2.0,2.0,,1.0,,1.0,,4.0,6.0,1.0,1.0,1.0,,,73.0
34,"Renouf, Brent",3,1,2,5,,,22.0,2.0,1.0,,,4.0,,3.0,,1.0,4.0,,,3.0,,,70.0
33,"Rioli, Cyril",5,2,4,9,,,1.0,6.0,,3.0,1.0,5.0,,3.0,,4.0,5.0,,,,,,80.0
2,"Roughead, Jarryd",11,7,4,15,3,3.0,1.0,2.0,,1.0,,3.0,2.0,2.0,,9.0,7.0,3.0,3.0,1.0,1.0,1.0,89.0
12,"Sewell, Brad",7,3,6,13,,,,10.0,1.0,,3.0,2.0,,1.0,,6.0,7.0,,,,,1.0,87.0
42,"Skipper, Wayde",3,2,4,7,,1.0,9.0,2.0,,2.0,,1.0,,,,5.0,2.0,1.0,1.0,2.0,,,74.0
39,"Stratton, Ben",5,5,2,7,,,,2.0,,,,1.0,,1.0,,3.0,4.0,2.0,,7.0,,,95.0
37,"Whitecross, Brendan",11,8,6,17,,,,3.0,4.0,1.0,,2.0,1.0,1.0,,4.0,13.0,,,3.0,,,75.0
11,"Young, Clinton",6,2,7,13,1,1.0,,9.0,,4.0,1.0,1.0,,,,5.0,8.0,,,1.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,109,127,336,16,14.0,38.0,80.0,33.0,55.0,30.0,48.0,15.0,23.0,4.0,125.0,212.0,13.0,10.0,50.0,6.0,10.0,
Opposition,Opposition,192,97,167,359,8,12.0,45.0,73.0,35.0,48.0,39.0,45.0,23.0,15.0,2.0,131.0,229.0,14.0,9.0,48.0,12.0,4.0,
